product_id,product_name,category,material_type,weight_kg,volume_m3,shelf_life_days,packaging_required
P05430,Shampoo,Cosmetics,Bioplastic (PLA),0.478,0.0005,569,True
P05431,Shampoo,Cosmetics,Mushroom Mycelium,0.26,0.0004,147,True
P05432,Shampoo,Cosmetics,Bioplastic (PLA),0.242,0.0002,230,True
P05433,Shampoo,Cosmetics,Bamboo Fiber,0.412,0.0005,34,True
P05434,Shampoo,Cosmetics,Bioplastic (PLA),0.332,0.0003,322,True
P05435,Shampoo,Cosmetics,Mushroom Mycelium,0.215,0.0004,81,True
P05436,Shampoo,Cosmetics,Bamboo Fiber,0.427,0.0003,668,True
P05437,Shampoo,Cosmetics,Bagasse,0.446,0.0003,245,True
P05438,Shampoo,Cosmetics,Bamboo Fiber,0.431,0.0004,376,True
P05439,Shampoo,Cosmetics,Bamboo Fiber,0.36,0.0004,191,True
P05440,Shampoo,Cosmetics,Bamboo Fiber,0.248,0.0005,546,True
P05441,Shampoo,Cosmetics,Bagasse,0.438,0.0005,234,True
P05442,Shampoo,Cosmetics,Bioplastic (PLA),0.429,0.0004,224,True
P05443,Shampoo,Cosmetics,Bagasse,0.329,0.0004,391,True
P05444,Shampoo,Cosmetics,Recycled Cardboard,0.416,0.0002,430,True
P05445,Shampoo,Cosmetics,Bioplastic (PLA),0.283,0.0005,122,True
P05446,Shampoo,Cosmetics,Bamboo Fiber,0.436,0.0004,713,True
P05447,Shampoo,Cosmetics,Bagasse,0.328,0.0002,684,True
P05448,Shampoo,Cosmetics,Bamboo Fiber,0.275,0.0004,608,True
P05449,Shampoo,Cosmetics,Bagasse,0.369,0.0003,164,True
P05450,Shampoo,Cosmetics,Bioplastic (PLA),0.453,0.0004,725,True
P05451,Shampoo,Cosmetics,Bamboo Fiber,0.499,0.0004,370,True
P05452,Shampoo,Cosmetics,Bioplastic (PLA),0.492,0.0003,289,True
P05453,Shampoo,Cosmetics,Mushroom Mycelium,0.354,0.0003,585,True
P05454,Shampoo,Cosmetics,Mushroom Mycelium,0.235,0.0003,255,True
P05455,Shampoo,Cosmetics,Mushroom Mycelium,0.24,0.0005,546,True
P05456,Shampoo,Cosmetics,Bioplastic (PLA),0.271,0.0005,423,True
P05457,Shampoo,Cosmetics,Bamboo Fiber,0.216,0.0005,719,True
P05458,Shampoo,Cosmetics,Bagasse,0.462,0.0005,153,True
P05459,Shampoo,Cosmetics,Bamboo Fiber,0.393,0.0003,51,True
P05460,Shampoo,Cosmetics,Bamboo Fiber,0.345,0.0003,344,True
P05461,Shampoo,Cosmetics,Bioplastic (PLA),0.365,0.0003,619,True
P05462,Shampoo,Cosmetics,Mushroom Mycelium,0.367,0.0005,148,True
P05463,Shampoo,Cosmetics,Bioplastic (PLA),0.207,0.0004,213,True
P05464,Shampoo,Cosmetics,Mushroom Mycelium,0.455,0.0003,104,True
P05465,Shampoo,Cosmetics,Bagasse,0.266,0.0002,387,True
P05466,Shampoo,Cosmetics,Mushroom Mycelium,0.255,0.0004,38,True
P05467,Shampoo,Cosmetics,Bioplastic (PLA),0.357,0.0004,529,True
P05468,Shampoo,Cosmetics,Bagasse,0.469,0.0003,149,True
P05469,Shampoo,Cosmetics,Bioplastic (PLA),0.483,0.0003,171,True
P05470,Shampoo,Cosmetics,Mushroom Mycelium,0.218,0.0003,203,True
P05471,Shampoo,Cosmetics,Mushroom Mycelium,0.212,0.0003,300,True
P05472,Shampoo,Cosmetics,Recycled Cardboard,0.428,0.0003,611,True
P05473,Shampoo,Cosmetics,Recycled Cardboard,0.275,0.0003,467,True
P05474,Shampoo,Cosmetics,Recycled Cardboard,0.479,0.0004,300,True
P05475,Shampoo,Cosmetics,Recycled Cardboard,0.419,0.0003,405,True
P05476,Shampoo,Cosmetics,Bamboo Fiber,0.252,0.0003,244,True
P05477,Shampoo,Cosmetics,Mushroom Mycelium,0.317,0.0005,593,True
P05478,Shampoo,Cosmetics,Mushroom Mycelium,0.428,0.0002,625,True
P05479,Shampoo,Cosmetics,Mushroom Mycelium,0.407,0.0003,127,True
P05480,Shampoo,Cosmetics,Bamboo Fiber,0.212,0.0002,448,True
P05481,Shampoo,Cosmetics,Mushroom Mycelium,0.329,0.0003,344,True
P05482,Shampoo,Cosmetics,Mushroom Mycelium,0.334,0.0004,80,True
P05483,Shampoo,Cosmetics,Mushroom Mycelium,0.25,0.0002,547,True
P05484,Shampoo,Cosmetics,Bamboo Fiber,0.418,0.0003,427,True
P05485,Shampoo,Cosmetics,Bioplastic (PLA),0.309,0.0003,656,True
P05486,Shampoo,Cosmetics,Mushroom Mycelium,0.475,0.0003,678,True
P05487,Shampoo,Cosmetics,Bamboo Fiber,0.467,0.0002,648,True
P05488,Shampoo,Cosmetics,Bagasse,0.447,0.0005,563,True
P05489,Shampoo,Cosmetics,Bamboo Fiber,0.328,0.0005,645,True
P05490,Shampoo,Cosmetics,Mushroom Mycelium,0.455,0.0004,675,True
P05491,Shampoo,Cosmetics,Bagasse,0.44,0.0003,289,True
P05492,Shampoo,Cosmetics,Bioplastic (PLA),0.299,0.0004,329,True
P05493,Shampoo,Cosmetics,Bioplastic (PLA),0.46,0.0002,422,True
P05494,Shampoo,Cosmetics,Bamboo Fiber,0.255,0.0005,369,True
P05495,Shampoo,Cosmetics,Recycled Cardboard,0.314,0.0003,424,True
P05496,Shampoo,Cosmetics,Bioplastic (PLA),0.29,0.0003,337,True
P05497,Shampoo,Cosmetics,Mushroom Mycelium,0.337,0.0004,169,True
P05498,Shampoo,Cosmetics,Bioplastic (PLA),0.298,0.0004,568,True
P05499,Shampoo,Cosmetics,Bioplastic (PLA),0.285,0.0003,639,True
P05500,Shampoo,Cosmetics,Bamboo Fiber,0.302,0.0003,34,True
P05501,Perfume,Cosmetics,Mushroom Mycelium,0.112,0.0001,321,True
P05502,Perfume,Cosmetics,Bioplastic (PLA),0.18,0.0001,420,True
P05503,Perfume,Cosmetics,Recycled Cardboard,0.053,0.0001,397,True
P05504,Perfume,Cosmetics,Mushroom Mycelium,0.155,0.0001,455,True
P05505,Perfume,Cosmetics,Recycled Cardboard,0.086,0.0001,94,True
P05506,Perfume,Cosmetics,Bamboo Fiber,0.137,0.0002,423,True
P05507,Perfume,Cosmetics,Bamboo Fiber,0.111,0.0001,478,True
P05508,Perfume,Cosmetics,Recycled Cardboard,0.085,0.0001,390,True
P05509,Perfume,Cosmetics,Recycled Cardboard,0.2,0.0001,298,True
P05510,Perfume,Cosmetics,Bagasse,0.068,0.0001,42,True
P05511,Perfume,Cosmetics,Mushroom Mycelium,0.15,0.0001,539,True
P05512,Perfume,Cosmetics,Recycled Cardboard,0.156,0.0001,76,True
P05513,Perfume,Cosmetics,Bamboo Fiber,0.173,0.0002,414,True
P05514,Perfume,Cosmetics,Mushroom Mycelium,0.088,0.0001,245,True
P05515,Perfume,Cosmetics,Recycled Cardboard,0.163,0.0001,571,True
P05516,Perfume,Cosmetics,Bioplastic (PLA),0.145,0.0002,434,True
P05517,Perfume,Cosmetics,Recycled Cardboard,0.186,0.0001,599,True
P05518,Perfume,Cosmetics,Recycled Cardboard,0.171,0.0002,584,True
P05519,Perfume,Cosmetics,Bagasse,0.123,0.0001,254,True
P05520,Perfume,Cosmetics,Bamboo Fiber,0.098,0.0001,557,True
P05521,Perfume,Cosmetics,Bamboo Fiber,0.11,0.0001,521,True
P05522,Perfume,Cosmetics,Bioplastic (PLA),0.152,0.0002,176,True
P05523,Perfume,Cosmetics,Bioplastic (PLA),0.098,0.0002,453,True
P05524,Perfume,Cosmetics,Bioplastic (PLA),0.059,0.0002,592,True
P05525,Perfume,Cosmetics,Recycled Cardboard,0.107,0.0002,401,True
P05526,Perfume,Cosmetics,Mushroom Mycelium,0.194,0.0001,479,True
P05527,Perfume,Cosmetics,Bamboo Fiber,0.123,0.0001,611,True
P05528,Perfume,Cosmetics,Bagasse,0.151,0.0002,630,True
P05529,Perfume,Cosmetics,Bagasse,0.076,0.0002,166,True
P05530,Perfume,Cosmetics,Mushroom Mycelium,0.107,0.0001,500,True
P05531,Perfume,Cosmetics,Bagasse,0.083,0.0001,612,True
P05532,Perfume,Cosmetics,Bagasse,0.195,0.0001,727,True
P05533,Perfume,Cosmetics,Bagasse,0.19,0.0001,692,True
P05534,Perfume,Cosmetics,Bagasse,0.066,0.0001,419,True
P05535,Perfume,Cosmetics,Recycled Cardboard,0.15,0.0001,189,True
P05536,Perfume,Cosmetics,Bamboo Fiber,0.13,0.0001,477,True
P05537,Perfume,Cosmetics,Bagasse,0.091,0.0001,229,True
P05538,Perfume,Cosmetics,Bioplastic (PLA),0.084,0.0001,233,True
P05539,Perfume,Cosmetics,Mushroom Mycelium,0.181,0.0001,712,True
P05540,Perfume,Cosmetics,Bamboo Fiber,0.075,0.0001,200,True
P05541,Perfume,Cosmetics,Recycled Cardboard,0.088,0.0002,563,True
P05542,Perfume,Cosmetics,Bagasse,0.144,0.0002,356,True
P05543,Perfume,Cosmetics,Mushroom Mycelium,0.077,0.0001,79,True
P05544,Perfume,Cosmetics,Bamboo Fiber,0.086,0.0001,556,True
P05545,Perfume,Cosmetics,Mushroom Mycelium,0.163,0.0001,514,True
P05546,Perfume,Cosmetics,Mushroom Mycelium,0.161,0.0002,443,True
P05547,Perfume,Cosmetics,Bioplastic (PLA),0.192,0.0001,199,True
P05548,Perfume,Cosmetics,Bamboo Fiber,0.109,0.0001,326,True
P05549,Perfume,Cosmetics,Bioplastic (PLA),0.068,0.0001,211,True
P05550,Perfume,Cosmetics,Bagasse,0.175,0.0002,123,True
P05551,Perfume,Cosmetics,Bioplastic (PLA),0.141,0.0001,425,True
P05552,Perfume,Cosmetics,Bamboo Fiber,0.138,0.0001,564,True
P05553,Perfume,Cosmetics,Bioplastic (PLA),0.075,0.0001,319,True
P05554,Perfume,Cosmetics,Bamboo Fiber,0.091,0.0001,276,True
P05555,Perfume,Cosmetics,Bioplastic (PLA),0.169,0.0001,72,True
P05556,Perfume,Cosmetics,Mushroom Mycelium,0.145,0.0001,518,True
P05557,Perfume,Cosmetics,Bioplastic (PLA),0.052,0.0002,130,True
P05558,Perfume,Cosmetics,Bamboo Fiber,0.172,0.0001,252,True
P05559,Perfume,Cosmetics,Bagasse,0.152,0.0001,32,True
P05560,Perfume,Cosmetics,Recycled Cardboard,0.181,0.0001,719,True
P05561,Perfume,Cosmetics,Bamboo Fiber,0.188,0.0002,665,True
P05562,Perfume,Cosmetics,Bamboo Fiber,0.184,0.0001,356,True
P05563,Perfume,Cosmetics,Bioplastic (PLA),0.09,0.0001,521,True
P05564,Perfume,Cosmetics,Mushroom Mycelium,0.147,0.0001,151,True
P05565,Perfume,Cosmetics,Mushroom Mycelium,0.07,0.0001,35,True
P05566,Perfume,Cosmetics,Recycled Cardboard,0.108,0.0001,547,True
P05567,Perfume,Cosmetics,Recycled Cardboard,0.118,0.0001,71,True
P05568,Perfume,Cosmetics,Mushroom Mycelium,0.064,0.0002,670,True
P05569,Perfume,Cosmetics,Recycled Cardboard,0.148,0.0001,319,True
P05570,Perfume,Cosmetics,Bioplastic (PLA),0.153,0.0001,623,True
P05571,Perfume,Cosmetics,Bioplastic (PLA),0.196,0.0001,171,True
P05572,Perfume,Cosmetics,Bamboo Fiber,0.095,0.0001,370,True
P05573,Perfume,Cosmetics,Bamboo Fiber,0.114,0.0001,511,True
P05574,Perfume,Cosmetics,Bagasse,0.077,0.0001,300,True
P05575,Perfume,Cosmetics,Bamboo Fiber,0.122,0.0002,196,True
P05576,Perfume,Cosmetics,Recycled Cardboard,0.092,0.0002,375,True
P05577,Perfume,Cosmetics,Bamboo Fiber,0.09,0.0001,568,True
P05578,Perfume,Cosmetics,Recycled Cardboard,0.111,0.0001,630,True
P05579,Perfume,Cosmetics,Bagasse,0.124,0.0002,638,True
P05580,Perfume,Cosmetics,Mushroom Mycelium,0.119,0.0001,477,True
P05581,Perfume,Cosmetics,Recycled Cardboard,0.145,0.0002,206,True
P05582,Perfume,Cosmetics,Mushroom Mycelium,0.095,0.0002,264,True
P05583,Perfume,Cosmetics,Mushroom Mycelium,0.186,0.0002,30,True
P05584,Perfume,Cosmetics,Recycled Cardboard,0.085,0.0001,712,True
P05585,Perfume,Cosmetics,Bioplastic (PLA),0.074,0.0001,61,True
P05586,Perfume,Cosmetics,Bagasse,0.153,0.0001,65,True
P05587,Perfume,Cosmetics,Bagasse,0.056,0.0001,338,True
P05588,Perfume,Cosmetics,Bioplastic (PLA),0.18,0.0001,623,True
P05589,Perfume,Cosmetics,Bagasse,0.138,0.0002,188,True
P05590,Perfume,Cosmetics,Bioplastic (PLA),0.062,0.0001,571,True
P05591,Perfume,Cosmetics,Bioplastic (PLA),0.126,0.0002,327,True
P05592,Perfume,Cosmetics,Mushroom Mycelium,0.122,0.0002,105,True
P05593,Perfume,Cosmetics,Bagasse,0.116,0.0001,70,True
P05594,Perfume,Cosmetics,Mushroom Mycelium,0.124,0.0001,493,True
P05595,Perfume,Cosmetics,Bagasse,0.114,0.0001,522,True
P05596,Perfume,Cosmetics,Bagasse,0.088,0.0001,719,True
P05597,Perfume,Cosmetics,Bagasse,0.05,0.0001,264,True
P05598,Perfume,Cosmetics,Recycled Cardboard,0.122,0.0001,593,True
P05599,Perfume,Cosmetics,Mushroom Mycelium,0.135,0.0001,635,True
P05600,Perfume,Cosmetics,Mushroom Mycelium,0.074,0.0002,656,True
P05601,Perfume,Cosmetics,Mushroom Mycelium,0.188,0.0001,349,True
P05602,Perfume,Cosmetics,Bioplastic (PLA),0.122,0.0001,195,True
P05603,Perfume,Cosmetics,Recycled Cardboard,0.078,0.0001,505,True
P05604,Perfume,Cosmetics,Bagasse,0.124,0.0002,488,True
P05605,Perfume,Cosmetics,Bamboo Fiber,0.193,0.0001,594,True
P05606,Perfume,Cosmetics,Mushroom Mycelium,0.197,0.0001,666,True
P05607,Perfume,Cosmetics,Mushroom Mycelium,0.091,0.0001,416,True
P05608,Perfume,Cosmetics,Bamboo Fiber,0.166,0.0001,381,True
P05609,Perfume,Cosmetics,Bamboo Fiber,0.187,0.0001,534,True
P05610,Perfume,Cosmetics,Mushroom Mycelium,0.072,0.0002,705,True
P05611,Perfume,Cosmetics,Mushroom Mycelium,0.053,0.0001,600,True
P05612,Perfume,Cosmetics,Bioplastic (PLA),0.078,0.0001,273,True
P05613,Perfume,Cosmetics,Recycled Cardboard,0.181,0.0002,654,True
P05614,Perfume,Cosmetics,Recycled Cardboard,0.082,0.0001,258,True
P05615,Perfume,Cosmetics,Bioplastic (PLA),0.13,0.0001,266,True
P05616,Perfume,Cosmetics,Bamboo Fiber,0.185,0.0001,327,True
P05617,Perfume,Cosmetics,Bamboo Fiber,0.166,0.0001,211,True
P05618,Perfume,Cosmetics,Recycled Cardboard,0.076,0.0001,711,True
P05619,Perfume,Cosmetics,Bagasse,0.078,0.0002,323,True
P05620,Perfume,Cosmetics,Mushroom Mycelium,0.088,0.0001,519,True
P05621,Perfume,Cosmetics,Bioplastic (PLA),0.059,0.0002,117,True
P05622,Perfume,Cosmetics,Mushroom Mycelium,0.121,0.0001,463,True
P05623,Perfume,Cosmetics,Bioplastic (PLA),0.153,0.0001,215,True
P05624,Perfume,Cosmetics,Bioplastic (PLA),0.095,0.0001,83,True
P05625,Perfume,Cosmetics,Bioplastic (PLA),0.154,0.0002,163,True
P05626,Perfume,Cosmetics,Bagasse,0.066,0.0001,126,True
P05627,Perfume,Cosmetics,Mushroom Mycelium,0.072,0.0001,102,True
P05628,Perfume,Cosmetics,Mushroom Mycelium,0.193,0.0001,433,True
P05629,Perfume,Cosmetics,Bagasse,0.183,0.0001,679,True
P05630,Perfume,Cosmetics,Bioplastic (PLA),0.188,0.0001,490,True
P05631,Perfume,Cosmetics,Bioplastic (PLA),0.051,0.0001,468,True
P05632,Perfume,Cosmetics,Bagasse,0.117,0.0001,530,True
P05633,Perfume,Cosmetics,Bioplastic (PLA),0.175,0.0001,498,True
P05634,Perfume,Cosmetics,Bioplastic (PLA),0.107,0.0002,259,True
P05635,Perfume,Cosmetics,Bioplastic (PLA),0.175,0.0001,358,True
P05636,Perfume,Cosmetics,Recycled Cardboard,0.172,0.0001,249,True
P05637,Perfume,Cosmetics,Bamboo Fiber,0.058,0.0001,277,True
P05638,Perfume,Cosmetics,Recycled Cardboard,0.075,0.0002,505,True
P05639,Perfume,Cosmetics,Recycled Cardboard,0.059,0.0001,355,True
P05640,Perfume,Cosmetics,Bioplastic (PLA),0.114,0.0001,321,True
P05641,Perfume,Cosmetics,Recycled Cardboard,0.146,0.0002,725,True
P05642,Perfume,Cosmetics,Recycled Cardboard,0.14,0.0001,434,True
P05643,Perfume,Cosmetics,Bagasse,0.054,0.0002,213,True
P05644,Perfume,Cosmetics,Recycled Cardboard,0.109,0.0002,502,True
P05645,Perfume,Cosmetics,Bagasse,0.139,0.0002,230,True
P05646,Perfume,Cosmetics,Bioplastic (PLA),0.181,0.0002,721,True
P05647,Perfume,Cosmetics,Bioplastic (PLA),0.113,0.0001,72,True
P05648,Perfume,Cosmetics,Bagasse,0.163,0.0001,568,True
P05649,Perfume,Cosmetics,Recycled Cardboard,0.181,0.0002,427,True
P05650,Perfume,Cosmetics,Bamboo Fiber,0.083,0.0002,131,True
P05651,Perfume,Cosmetics,Recycled Cardboard,0.189,0.0002,105,True
P05652,Perfume,Cosmetics,Mushroom Mycelium,0.112,0.0001,468,True
P05653,Perfume,Cosmetics,Mushroom Mycelium,0.082,0.0002,387,True
P05654,Perfume,Cosmetics,Bagasse,0.051,0.0001,237,True
P05655,Perfume,Cosmetics,Bamboo Fiber,0.109,0.0001,258,True
P05656,Perfume,Cosmetics,Bagasse,0.144,0.0001,475,True
P05657,Perfume,Cosmetics,Recycled Cardboard,0.152,0.0001,445,True
P05658,Perfume,Cosmetics,Recycled Cardboard,0.188,0.0002,166,True
P05659,Perfume,Cosmetics,Bioplastic (PLA),0.152,0.0001,128,True
P05660,Perfume,Cosmetics,Mushroom Mycelium,0.083,0.0001,265,True
P05661,Perfume,Cosmetics,Recycled Cardboard,0.143,0.0002,337,True
P05662,Perfume,Cosmetics,Recycled Cardboard,0.082,0.0001,674,True
P05663,Perfume,Cosmetics,Bamboo Fiber,0.055,0.0001,101,True
P05664,Perfume,Cosmetics,Bamboo Fiber,0.064,0.0001,153,True
P05665,Perfume,Cosmetics,Recycled Cardboard,0.056,0.0002,687,True
P05666,Perfume,Cosmetics,Bamboo Fiber,0.077,0.0002,236,True
P05667,Perfume,Cosmetics,Bioplastic (PLA),0.067,0.0002,190,True
P05668,Perfume,Cosmetics,Recycled Cardboard,0.166,0.0002,498,True
P05669,Perfume,Cosmetics,Mushroom Mycelium,0.151,0.0002,707,True
P05670,Perfume,Cosmetics,Bioplastic (PLA),0.129,0.0001,523,True
P05671,Perfume,Cosmetics,Recycled Cardboard,0.162,0.0002,363,True
P05672,Perfume,Cosmetics,Mushroom Mycelium,0.065,0.0002,121,True
P05673,Perfume,Cosmetics,Bamboo Fiber,0.056,0.0002,151,True
P05674,Perfume,Cosmetics,Bagasse,0.093,0.0001,574,True
P05675,Perfume,Cosmetics,Recycled Cardboard,0.07,0.0002,315,True
P05676,Perfume,Cosmetics,Bagasse,0.171,0.0001,215,True
P05677,Perfume,Cosmetics,Mushroom Mycelium,0.163,0.0002,705,True
P05678,Perfume,Cosmetics,Bagasse,0.056,0.0001,253,True
P05679,Perfume,Cosmetics,Bamboo Fiber,0.066,0.0001,634,True
P05680,Perfume,Cosmetics,Recycled Cardboard,0.182,0.0001,247,True
P05681,Perfume,Cosmetics,Mushroom Mycelium,0.148,0.0002,228,True
P05682,Perfume,Cosmetics,Mushroom Mycelium,0.108,0.0001,545,True
P05683,Perfume,Cosmetics,Mushroom Mycelium,0.192,0.0001,309,True
P05684,Perfume,Cosmetics,Recycled Cardboard,0.091,0.0001,704,True
P05685,Perfume,Cosmetics,Bamboo Fiber,0.184,0.0001,615,True
P05686,Perfume,Cosmetics,Bamboo Fiber,0.116,0.0001,670,True
P05687,Perfume,Cosmetics,Mushroom Mycelium,0.077,0.0002,363,True
P05688,Perfume,Cosmetics,Bamboo Fiber,0.176,0.0001,658,True
P05689,Perfume,Cosmetics,Mushroom Mycelium,0.197,0.0001,549,True
P05690,Perfume,Cosmetics,Bioplastic (PLA),0.097,0.0002,137,True
P05691,Perfume,Cosmetics,Recycled Cardboard,0.052,0.0001,680,True
P05692,Perfume,Cosmetics,Bamboo Fiber,0.173,0.0001,692,True
P05693,Perfume,Cosmetics,Bagasse,0.052,0.0001,235,True
P05694,Perfume,Cosmetics,Bamboo Fiber,0.139,0.0001,301,True
P05695,Perfume,Cosmetics,Bamboo Fiber,0.111,0.0002,635,True
P05696,Perfume,Cosmetics,Mushroom Mycelium,0.06,0.0001,642,True
P05697,Perfume,Cosmetics,Mushroom Mycelium,0.059,0.0001,244,True
P05698,Perfume,Cosmetics,Mushroom Mycelium,0.182,0.0002,364,True
P05699,Perfume,Cosmetics,Mushroom Mycelium,0.063,0.0001,89,True
P05700,Perfume,Cosmetics,Mushroom Mycelium,0.153,0.0001,214,True
P05701,Perfume,Cosmetics,Bioplastic (PLA),0.074,0.0001,434,True
P05702,Perfume,Cosmetics,Bamboo Fiber,0.168,0.0001,215,True
P05703,Perfume,Cosmetics,Bamboo Fiber,0.154,0.0001,552,True
P05704,Perfume,Cosmetics,Bagasse,0.069,0.0001,546,True
P05705,Perfume,Cosmetics,Bamboo Fiber,0.175,0.0001,467,True
P05706,Perfume,Cosmetics,Bioplastic (PLA),0.179,0.0001,613,True
P05707,Perfume,Cosmetics,Bagasse,0.08,0.0001,381,True
P05708,Perfume,Cosmetics,Bagasse,0.138,0.0001,254,True
P05709,Perfume,Cosmetics,Recycled Cardboard,0.082,0.0002,224,True
P05710,Perfume,Cosmetics,Bamboo Fiber,0.081,0.0001,724,True
P05711,Perfume,Cosmetics,Recycled Cardboard,0.099,0.0001,544,True
P05712,Perfume,Cosmetics,Bioplastic (PLA),0.111,0.0001,390,True
P05713,Perfume,Cosmetics,Recycled Cardboard,0.17,0.0001,324,True
P05714,Perfume,Cosmetics,Bamboo Fiber,0.167,0.0002,665,True
P05715,Perfume,Cosmetics,Bioplastic (PLA),0.147,0.0001,90,True
P05716,Perfume,Cosmetics,Mushroom Mycelium,0.104,0.0001,499,True
P05717,Perfume,Cosmetics,Bioplastic (PLA),0.156,0.0001,142,True
P05718,Perfume,Cosmetics,Recycled Cardboard,0.133,0.0001,185,True
P05719,Perfume,Cosmetics,Bagasse,0.164,0.0001,508,True
P05720,Perfume,Cosmetics,Bioplastic (PLA),0.143,0.0001,566,True
P05721,Perfume,Cosmetics,Bamboo Fiber,0.14,0.0002,249,True
P05722,Perfume,Cosmetics,Mushroom Mycelium,0.087,0.0001,89,True
P05723,Perfume,Cosmetics,Recycled Cardboard,0.08,0.0002,387,True
P05724,Perfume,Cosmetics,Bamboo Fiber,0.057,0.0001,312,True
P05725,Perfume,Cosmetics,Bagasse,0.091,0.0001,574,True
P05726,Perfume,Cosmetics,Bagasse,0.11,0.0001,681,True
P05727,Perfume,Cosmetics,Mushroom Mycelium,0.073,0.0001,531,True
P05728,Perfume,Cosmetics,Mushroom Mycelium,0.187,0.0001,329,True
P05729,Perfume,Cosmetics,Mushroom Mycelium,0.096,0.0002,304,True
P05730,Perfume,Cosmetics,Recycled Cardboard,0.06,0.0001,177,True
P05731,Perfume,Cosmetics,Bamboo Fiber,0.116,0.0002,295,True
P05732,Perfume,Cosmetics,Mushroom Mycelium,0.068,0.0002,72,True
P05733,Perfume,Cosmetics,Bagasse,0.112,0.0001,147,True
P05734,Perfume,Cosmetics,Mushroom Mycelium,0.069,0.0002,615,True
P05735,Perfume,Cosmetics,Recycled Cardboard,0.133,0.0001,528,True
P05736,Perfume,Cosmetics,Bamboo Fiber,0.194,0.0001,342,True
P05737,Perfume,Cosmetics,Recycled Cardboard,0.059,0.0002,503,True
P05738,Perfume,Cosmetics,Bamboo Fiber,0.192,0.0001,586,True
P05739,Perfume,Cosmetics,Recycled Cardboard,0.078,0.0002,161,True
P05740,Perfume,Cosmetics,Bioplastic (PLA),0.063,0.0001,267,True
P05741,Perfume,Cosmetics,Mushroom Mycelium,0.096,0.0001,568,True
P05742,Perfume,Cosmetics,Bagasse,0.166,0.0001,478,True
P05743,Perfume,Cosmetics,Mushroom Mycelium,0.163,0.0002,496,True
P05744,Perfume,Cosmetics,Bioplastic (PLA),0.052,0.0002,34,True
P05745,Perfume,Cosmetics,Bioplastic (PLA),0.09,0.0001,697,True
P05746,Perfume,Cosmetics,Bamboo Fiber,0.159,0.0001,686,True
P05747,Perfume,Cosmetics,Mushroom Mycelium,0.073,0.0001,59,True
P05748,Perfume,Cosmetics,Bamboo Fiber,0.184,0.0002,478,True
P05749,Perfume,Cosmetics,Bagasse,0.195,0.0001,494,True
P05750,Perfume,Cosmetics,Mushroom Mycelium,0.136,0.0001,378,True
P05751,Perfume,Cosmetics,Bioplastic (PLA),0.095,0.0001,114,True
P05752,Perfume,Cosmetics,Mushroom Mycelium,0.159,0.0001,635,True
P05753,Perfume,Cosmetics,Mushroom Mycelium,0.189,0.0001,532,True
P05754,Perfume,Cosmetics,Bamboo Fiber,0.102,0.0001,150,True
P05755,Perfume,Cosmetics,Bioplastic (PLA),0.071,0.0001,670,True
P05756,Perfume,Cosmetics,Recycled Cardboard,0.054,0.0001,103,True
P05757,Perfume,Cosmetics,Bagasse,0.062,0.0001,288,True
P05758,Perfume,Cosmetics,Bagasse,0.151,0.0001,143,True
P05759,Perfume,Cosmetics,Mushroom Mycelium,0.196,0.0001,230,True
P05760,Perfume,Cosmetics,Bagasse,0.195,0.0001,606,True
P05761,Perfume,Cosmetics,Recycled Cardboard,0.067,0.0002,516,True
P05762,Perfume,Cosmetics,Recycled Cardboard,0.066,0.0001,670,True
P05763,Perfume,Cosmetics,Mushroom Mycelium,0.068,0.0001,58,True
P05764,Perfume,Cosmetics,Bamboo Fiber,0.11,0.0002,208,True
P05765,Perfume,Cosmetics,Bagasse,0.067,0.0002,274,True
P05766,Perfume,Cosmetics,Bamboo Fiber,0.169,0.0002,240,True
P05767,Perfume,Cosmetics,Recycled Cardboard,0.163,0.0001,583,True
P05768,Perfume,Cosmetics,Bagasse,0.147,0.0001,305,True
P05769,Perfume,Cosmetics,Bagasse,0.073,0.0002,289,True
P05770,Perfume,Cosmetics,Bioplastic (PLA),0.05,0.0001,464,True
P05771,Perfume,Cosmetics,Bagasse,0.165,0.0001,696,True
P05772,Perfume,Cosmetics,Bioplastic (PLA),0.093,0.0001,728,True
P05773,Perfume,Cosmetics,Bagasse,0.138,0.0002,35,True
P05774,Perfume,Cosmetics,Bagasse,0.081,0.0001,267,True
P05775,Perfume,Cosmetics,Bamboo Fiber,0.077,0.0001,278,True
P05776,Perfume,Cosmetics,Bagasse,0.1,0.0002,537,True
P05777,Perfume,Cosmetics,Bioplastic (PLA),0.192,0.0002,353,True
P05778,Perfume,Cosmetics,Recycled Cardboard,0.062,0.0002,530,True
P05779,Perfume,Cosmetics,Mushroom Mycelium,0.093,0.0002,500,True
P05780,Perfume,Cosmetics,Bagasse,0.062,0.0001,107,True
P05781,Perfume,Cosmetics,Bagasse,0.079,0.0001,670,True
P05782,Perfume,Cosmetics,Bamboo Fiber,0.14,0.0002,198,True
P05783,Perfume,Cosmetics,Bioplastic (PLA),0.162,0.0001,485,True
P05784,Perfume,Cosmetics,Recycled Cardboard,0.103,0.0002,457,True
P05785,Perfume,Cosmetics,Bioplastic (PLA),0.183,0.0001,443,True
P05786,Perfume,Cosmetics,Bamboo Fiber,0.103,0.0001,380,True
P05787,Perfume,Cosmetics,Bioplastic (PLA),0.163,0.0002,94,True
