material_id,material_type,tensile_strength_mpa,weight_capacity_kg,biodegradability_score,co2_emission_score,recyclability_percent,moisture_barrier_grade,cost_per_unit,heat_resistance_c,flexibility_score
M04124,Bagasse,23.77,7.77,94.14,1.0,72.13,4,12.58,118,5
M04125,Bagasse,29.3,7.66,98.63,1.08,71.08,5,14.43,140,4
M04126,Bagasse,29.75,4.28,99.27,1.47,67.19,5,14.32,137,6
M04127,Bagasse,23.4,7.5,96.52,1.28,65.64,5,14.34,150,4
M04128,Bagasse,26.06,6.89,98.33,1.12,74.49,7,14.56,141,4
M04129,Bagasse,26.63,8.16,96.22,1.13,62.75,5,13.66,130,4
M04130,Bagasse,31.45,4.81,98.02,1.41,68.65,5,14.29,133,4
M04131,Bagasse,25.68,9.0,94.96,1.24,73.68,6,12.92,113,5
M04132,Bagasse,30.4,6.31,95.42,1.32,65.74,6,14.84,142,3
M04133,Bagasse,30.48,7.46,99.14,1.2,73.52,5,13.8,125,5
M04134,Bagasse,28.33,4.0,98.94,1.06,65.46,5,14.13,136,5
M04135,Bagasse,29.79,5.8,96.8,1.21,67.16,6,15.68,160,3
M04136,Bagasse,30.8,7.46,94.61,1.21,65.49,6,13.48,114,5
M04137,Bagasse,37.16,7.51,94.18,1.17,72.15,7,13.67,101,6
M04138,Bagasse,35.06,6.52,99.46,1.09,71.16,7,15.41,140,5
M04139,Bagasse,37.39,4.92,96.19,1.5,75.0,5,13.99,115,4
M04140,Bagasse,31.06,4.88,97.42,1.35,72.58,5,13.61,120,6
M04141,Bagasse,25.62,7.97,96.52,1.0,65.74,5,12.86,116,3
M04142,Bagasse,28.23,7.8,97.01,1.3,66.3,5,14.42,142,5
M04143,Bagasse,33.74,5.58,94.62,1.5,65.56,5,15.27,148,5
M04144,Bagasse,28.18,9.0,93.98,1.26,70.46,4,14.82,154,4
M04145,Bagasse,37.56,8.81,93.03,1.08,69.95,5,13.96,114,5
M04146,Bagasse,33.08,6.62,96.28,1.5,65.71,5,14.76,139,5
M04147,Bagasse,27.54,5.95,97.01,1.21,70.47,5,13.7,129,5
M04148,Bagasse,26.81,6.49,97.53,1.12,64.13,7,14.18,132,3
M04149,Bagasse,31.45,6.74,94.15,1.04,60.36,5,13.45,116,4
M04150,Bagasse,37.59,7.24,94.36,1.5,71.73,5,13.41,103,5
M04151,Bagasse,34.38,4.65,91.2,1.39,71.53,5,15.29,147,4
M04152,Bagasse,32.3,6.47,95.32,1.14,75.0,5,14.73,140,5
M04153,Bagasse,34.03,6.22,90.92,1.45,65.23,6,14.55,129,4
M04154,Bagasse,23.52,5.41,100.0,1.34,63.05,5,13.05,124,7
M04155,Bagasse,23.66,8.65,94.78,1.18,70.23,4,12.67,120,6
M04156,Bagasse,32.63,5.29,93.97,1.05,70.64,7,15.06,138,4
M04157,Bagasse,27.04,9.0,92.81,1.08,70.52,5,13.05,117,5
M04158,Bagasse,31.85,4.56,98.15,1.28,64.4,6,12.89,100,4
M04159,Bagasse,23.2,7.34,94.48,1.09,73.6,5,12.82,120,6
M04160,Bagasse,35.94,5.8,97.12,1.5,71.32,6,16.19,158,4
M04161,Bagasse,33.41,7.2,95.01,1.41,62.72,4,13.19,111,6
M04162,Bagasse,35.04,7.78,96.69,1.41,67.48,4,14.35,131,5
M04163,Bagasse,32.18,8.98,94.94,1.23,65.35,7,13.92,116,6
M04164,Bagasse,32.23,7.79,95.73,1.18,60.09,5,14.32,132,7
M04165,Bagasse,24.01,6.28,98.65,1.25,63.97,6,15.1,160,3
M04166,Bagasse,34.6,8.22,95.48,1.35,70.29,5,15.21,145,5
M04167,Bagasse,25.79,7.24,95.83,1.26,65.07,5,14.33,145,3
M04168,Bagasse,33.6,8.92,95.44,1.18,66.26,4,14.46,136,5
M04169,Bagasse,23.5,4.9,95.55,1.03,68.58,4,13.0,127,4
M04170,Bagasse,27.01,5.87,98.42,1.45,75.0,4,13.3,126,5
M04171,Bagasse,31.22,7.36,92.93,1.04,67.53,5,13.32,114,5
M04172,Bagasse,25.22,7.22,98.02,1.45,65.8,4,13.22,128,5
M04173,Bagasse,31.93,5.79,94.56,1.24,70.34,6,13.69,116,3
M04174,Bagasse,26.38,5.73,98.16,1.37,66.31,8,13.64,118,6
M04175,Bagasse,28.36,8.51,95.65,1.09,72.37,5,12.84,110,4
M04176,Bagasse,25.83,4.0,97.03,1.31,63.64,6,13.23,119,7
M04177,Bagasse,28.23,4.03,95.42,1.27,72.0,5,13.92,132,4
M04178,Bagasse,27.93,4.0,92.49,1.46,64.79,4,14.14,141,5
M04179,Bagasse,32.3,7.56,94.27,1.5,68.0,6,13.93,120,5
M04180,Bagasse,24.93,7.43,96.28,1.45,62.83,6,12.89,114,4
M04181,Bagasse,24.97,5.34,94.83,1.4,73.29,5,13.8,136,5
M04182,Bagasse,34.26,8.22,96.75,1.38,63.85,5,15.13,144,4
M04183,Bagasse,32.72,6.89,94.92,1.36,65.68,7,15.32,143,5
M04184,Bagasse,23.49,7.36,97.57,1.25,68.37,7,13.85,132,4
M04185,Bagasse,24.99,5.95,95.93,1.02,63.27,4,12.65,117,5
M04186,Bagasse,29.21,7.06,94.58,1.4,68.65,7,13.92,122,4
M04187,Bagasse,27.5,6.88,97.32,1.1,67.64,6,12.8,107,4
M04188,Bagasse,36.14,6.38,98.65,1.34,65.85,6,14.46,123,5
M04189,Bagasse,26.83,8.49,96.59,1.28,66.29,4,12.63,113,6
M04190,Bagasse,31.95,8.17,97.17,1.5,71.13,6,14.84,139,3
M04191,Bagasse,32.1,6.46,95.53,1.09,70.69,5,13.56,117,4
M04192,Bagasse,30.25,5.48,95.52,1.23,60.09,6,14.18,129,5
M04193,Bagasse,35.76,8.61,95.3,1.47,69.63,5,13.78,114,4
M04194,Bagasse,36.18,8.63,97.36,1.48,64.58,7,14.42,118,7
M04195,Bagasse,32.36,5.07,96.49,1.28,60.0,5,13.69,119,4
M04196,Bagasse,25.5,8.19,94.82,1.22,64.4,6,13.55,126,5
M04197,Bagasse,33.39,6.49,97.75,1.37,62.44,6,13.44,108,5
M04198,Bagasse,23.24,7.87,98.23,1.11,73.01,6,13.67,133,4
M04199,Bagasse,26.88,7.14,99.21,1.21,67.14,6,14.19,136,4
M04200,Bagasse,34.51,5.47,92.69,1.44,70.12,7,14.15,116,6
M04201,Bagasse,30.75,7.68,95.83,1.26,62.71,6,14.73,139,3
M04202,Bagasse,32.12,5.85,94.26,1.32,72.51,6,14.96,141,5
M04203,Bagasse,27.75,6.56,96.17,1.01,75.0,8,15.08,144,5
M04204,Bagasse,24.46,7.94,96.09,1.16,67.99,5,13.5,131,4
M04205,Bagasse,35.34,6.32,97.73,1.27,71.39,7,14.73,126,6
M04206,Bagasse,31.71,5.89,100.0,1.33,69.84,5,14.12,129,5
M04207,Bagasse,36.82,7.27,94.1,1.5,69.09,5,14.03,117,5
M04208,Bagasse,40.0,6.41,98.64,1.29,68.33,7,15.8,138,4
M04209,Bagasse,33.54,7.24,95.68,1.17,74.9,6,13.85,116,4
M04210,Bagasse,26.84,5.96,91.62,1.21,69.83,7,13.53,119,3
M04211,Bagasse,22.34,8.56,100.0,1.42,67.68,5,13.03,126,4
M04212,Bagasse,28.04,4.21,97.7,1.46,67.84,4,13.55,129,5
M04213,Bagasse,32.78,6.73,92.73,1.38,69.72,6,14.68,134,3
M04214,Bagasse,32.42,7.78,97.0,1.37,60.0,6,13.79,117,5
M04215,Bagasse,22.14,6.99,93.54,1.0,67.44,5,12.41,114,3
M04216,Bagasse,29.0,7.2,93.24,1.35,74.62,5,13.6,124,5
M04217,Bagasse,34.91,9.0,97.2,1.5,64.62,6,14.04,117,4
M04218,Bagasse,29.85,4.77,96.81,1.18,66.87,4,13.94,133,5
M04219,Bagasse,36.38,5.42,93.6,1.25,70.53,5,14.84,134,4
M04220,Bagasse,27.62,8.63,99.09,1.38,66.57,6,13.41,119,6
M04221,Bagasse,24.03,6.49,95.83,1.03,69.52,4,12.1,108,4
M04222,Bagasse,27.16,6.17,95.37,1.08,63.78,7,13.62,120,4
M04223,Bagasse,34.91,7.0,94.83,1.41,66.0,6,16.19,160,4
M04224,Bagasse,20.03,6.52,96.18,1.19,67.41,5,13.25,135,5
M04225,Bagasse,34.17,9.0,94.82,1.2,71.06,7,15.97,153,4
M04226,Bagasse,27.7,8.96,94.89,1.24,70.24,6,14.22,135,5
M04227,Bagasse,29.74,6.98,91.9,1.34,71.35,4,12.27,100,4
M04228,Bagasse,25.91,5.76,90.65,1.3,62.95,4,13.44,131,4
M04229,Bagasse,33.32,7.61,99.36,1.35,65.45,5,13.48,113,4
M04230,Bagasse,23.55,5.56,95.21,1.0,65.36,6,13.75,134,3
M04231,Bagasse,26.77,7.28,96.49,1.47,66.44,5,12.88,114,5
M04232,Bagasse,27.14,9.0,94.02,1.24,71.81,5,12.21,100,6
M04233,Bagasse,30.61,7.17,96.7,1.5,68.71,4,13.36,120,5
M04234,Bagasse,34.95,6.43,95.13,1.28,68.64,5,13.0,100,4
M04235,Bagasse,29.89,8.43,93.09,1.34,67.45,4,12.79,110,5
M04236,Bagasse,25.79,8.23,92.54,1.13,70.18,5,13.38,126,4
M04237,Bagasse,31.53,6.74,97.28,1.36,63.45,6,14.6,135,6
M04238,Bagasse,26.51,7.73,95.42,1.06,67.08,6,14.05,134,5
M04239,Bagasse,29.55,5.92,93.42,1.44,65.18,5,13.01,111,3
M04240,Bagasse,31.84,6.64,96.35,1.25,67.95,6,15.48,152,4
M04241,Bagasse,24.79,8.17,91.81,1.38,67.22,6,14.98,156,5
M04242,Bagasse,30.88,7.02,95.53,1.25,64.53,5,15.14,151,5
M04243,Bagasse,20.12,8.9,94.48,1.18,72.88,6,14.06,147,4
M04244,Bagasse,20.0,6.2,96.57,1.0,66.09,5,14.5,160,5
M04245,Bagasse,28.66,5.89,93.64,1.18,72.26,6,13.97,128,3
M04246,Bagasse,22.93,6.38,91.92,1.13,65.97,5,13.99,144,5
M04247,Bagasse,34.52,6.97,93.46,1.23,60.0,4,14.85,142,4
M04248,Bagasse,33.5,5.71,96.03,1.24,65.13,5,14.45,132,4
M04249,Bagasse,26.46,8.06,94.69,1.0,61.0,6,13.9,131,4
M04250,Bagasse,28.43,4.89,96.4,1.2,74.77,5,13.84,130,5
M04251,Bagasse,40.0,6.88,97.83,1.1,69.9,6,15.1,128,5
M04252,Bagasse,28.68,9.0,94.23,1.21,72.75,4,13.62,129,4
M04253,Bagasse,30.46,6.5,93.34,1.14,67.2,6,14.15,128,4
M04254,Bagasse,29.53,7.94,93.27,1.37,68.85,6,12.95,106,5
M04255,Bagasse,24.71,6.85,99.12,1.12,62.7,6,13.77,132,4
M04256,Bagasse,30.71,4.56,95.56,1.31,66.82,5,13.52,119,6
M04257,Bagasse,20.0,6.85,96.77,1.17,69.76,7,13.85,139,5
M04258,Bagasse,24.49,5.72,97.29,1.28,71.58,7,14.2,137,4
M04259,Bagasse,33.09,5.72,95.39,1.34,75.0,6,15.66,153,3
M04260,Bagasse,21.21,7.06,95.73,1.02,71.39,6,12.32,110,4
M04261,Bagasse,30.04,6.44,97.55,1.22,66.28,6,14.7,140,4
M04262,Bagasse,22.23,9.0,99.46,1.06,69.29,7,14.57,149,4
M04263,Bagasse,37.29,6.75,96.28,1.5,72.83,5,14.23,120,4
M04264,Bagasse,28.38,7.66,97.37,1.34,70.01,6,15.19,153,4
M04265,Bagasse,32.01,6.46,97.47,1.4,64.01,7,15.55,149,3
M04266,Bagasse,34.73,6.25,91.21,1.32,66.63,5,14.22,125,4
M04267,Bagasse,35.95,7.8,100.0,1.41,61.58,4,14.15,125,4
M04268,Bagasse,30.46,6.29,95.64,1.09,72.29,5,13.5,119,3
M04269,Bagasse,34.55,5.54,94.12,1.5,69.07,4,15.06,146,6
M04270,Bagasse,25.15,5.97,97.85,1.18,67.92,6,13.87,133,3
M04271,Bagasse,31.17,7.08,94.89,1.01,73.8,6,14.12,126,4
M04272,Bagasse,37.15,5.44,92.11,1.44,69.64,7,15.47,137,4
M04273,Bagasse,30.86,5.94,98.69,1.19,62.5,4,14.94,151,6
M04274,Bagasse,26.47,6.7,94.57,1.14,72.68,6,14.85,150,4
M04275,Bagasse,34.66,7.62,95.67,1.35,69.14,5,14.17,124,4
M04276,Bagasse,33.73,9.0,96.58,1.5,70.13,7,14.32,121,4
M04277,Bagasse,28.41,6.49,96.4,1.38,72.18,6,13.74,124,5
M04278,Bagasse,38.62,7.35,96.65,1.5,65.3,5,14.06,114,5
M04279,Bagasse,25.39,4.55,95.0,1.09,69.8,5,13.79,135,4
M04280,Bagasse,32.11,4.92,98.16,1.26,64.95,6,14.26,127,3
M04281,Bagasse,32.24,6.26,96.35,1.18,65.7,4,15.52,160,6
M04282,Bagasse,33.03,7.77,94.65,1.4,62.76,5,14.4,132,6
M04283,Bagasse,29.55,7.29,99.65,1.0,69.1,5,14.61,143,4
M04284,Bagasse,25.62,8.96,96.6,1.2,68.97,4,14.41,151,3
M04285,Bagasse,26.29,8.97,95.13,1.15,69.33,6,14.73,148,4
M04286,Bagasse,29.74,8.58,95.44,1.5,68.44,4,13.47,124,4
M04287,Bagasse,35.97,9.0,95.77,1.41,69.65,6,14.8,130,6
M04288,Bagasse,40.0,6.56,95.65,1.23,67.87,5,14.95,129,5
M04289,Bagasse,29.96,5.36,97.72,1.35,64.41,6,14.05,127,5
M04290,Bagasse,20.0,6.61,97.09,1.0,61.51,6,13.35,133,3
M04291,Bagasse,22.22,7.13,95.12,1.26,66.36,6,14.07,143,3
M04292,Bagasse,26.75,6.17,92.82,1.21,67.69,6,13.88,130,4
M04293,Bagasse,38.12,7.41,95.15,1.38,72.27,4,14.51,128,5
M04294,Bagasse,29.63,8.77,96.39,1.31,60.0,5,13.66,124,4
M04295,Bagasse,27.18,7.96,97.1,1.31,75.0,6,14.67,145,6
M04296,Bagasse,23.76,7.49,97.35,1.3,65.87,6,12.93,117,5
M04297,Bagasse,30.86,4.0,96.62,1.26,61.96,6,13.84,121,5
M04298,Bagasse,33.24,5.79,97.55,1.1,66.53,5,15.82,160,5
M04299,Bagasse,24.38,6.59,96.85,1.0,63.78,7,14.44,142,3
M04300,Bagasse,32.03,7.82,95.28,1.23,66.19,6,15.3,148,4
M04301,Bagasse,31.95,7.07,96.42,1.1,71.22,6,14.09,124,3
M04302,Bagasse,37.28,4.11,94.12,1.44,65.5,6,14.93,130,4
M04303,Bagasse,30.36,8.97,92.37,1.12,68.2,4,13.34,120,5
M04304,Bagasse,26.85,5.91,99.12,1.06,70.22,7,15.09,150,4
M04305,Bagasse,30.61,7.12,97.15,1.01,74.01,5,13.76,124,5
M04306,Bagasse,37.27,6.96,98.71,1.24,60.72,4,14.93,138,5
M04307,Bagasse,26.09,4.93,96.71,1.39,65.67,6,13.41,122,5
M04308,Bagasse,24.26,5.64,95.89,1.0,71.45,7,15.33,160,6
M04309,Bagasse,21.07,6.78,93.97,1.27,61.48,6,13.31,130,6
M04310,Bagasse,20.0,6.57,100.0,1.38,65.2,8,14.25,143,4
M04311,Bagasse,29.41,5.37,97.03,1.01,66.41,4,12.69,109,6
M04312,Bagasse,24.97,6.14,95.0,1.11,62.23,4,12.4,112,4
M04313,Bagasse,30.42,6.82,97.22,1.24,72.25,6,14.79,141,6
M04314,Bagasse,34.15,5.74,95.88,1.26,70.01,6,15.32,144,6
M04315,Bagasse,31.06,5.63,95.48,1.27,68.75,5,13.46,117,4
M04316,Bagasse,25.84,6.67,94.55,1.01,70.2,5,12.08,100,6
M04317,Bagasse,26.69,6.41,97.15,1.44,69.43,6,13.37,120,5
M04318,Bagasse,28.04,7.2,98.29,1.14,74.09,4,12.7,112,4
M04319,Bagasse,28.45,7.37,96.64,1.0,69.43,5,13.5,123,5
M04320,Bagasse,24.45,5.38,92.05,1.09,64.49,5,11.95,100,5
M04321,Bagasse,29.85,7.96,99.28,1.29,67.12,6,13.43,115,4
M04322,Bagasse,33.5,9.0,97.04,1.33,68.93,7,14.5,125,6
M04323,Bagasse,32.99,7.51,97.32,1.37,69.27,6,13.35,107,4
M04324,Bagasse,33.01,7.27,95.23,1.34,68.6,5,13.6,116,5
M04325,Bagasse,32.7,8.49,98.7,1.37,71.09,5,14.52,135,5
M04326,Bagasse,29.06,8.13,98.28,1.34,66.18,6,13.16,111,6
M04327,Bagasse,31.18,7.42,96.93,1.41,70.34,5,14.32,134,4
M04328,Bagasse,32.38,5.88,97.09,1.22,70.6,5,13.89,123,4
M04329,Bagasse,29.74,4.14,95.48,1.1,71.28,5,14.57,142,4
M04330,Bagasse,35.82,6.35,95.02,1.34,71.15,6,14.28,120,5
M04331,Bagasse,27.87,4.13,96.73,1.27,65.38,5,14.14,137,5
M04332,Bagasse,31.64,8.06,95.34,1.28,60.67,5,13.76,122,5
M04333,Bagasse,29.82,8.43,95.8,1.15,66.89,5,14.43,139,5
M04334,Bagasse,38.55,7.65,96.14,1.09,69.14,5,13.51,103,5
M04335,Bagasse,34.13,7.71,95.68,1.38,62.64,7,14.61,126,5
M04336,Bagasse,29.66,5.99,96.89,1.42,65.83,6,13.87,124,4
M04337,Bagasse,34.99,7.03,97.57,1.36,68.94,4,14.3,130,6
M04338,Bagasse,25.55,7.26,95.52,1.44,67.1,5,12.86,116,3
M04339,Bagasse,39.3,6.08,96.93,1.38,73.51,4,15.73,150,5
M04340,Bagasse,34.84,5.49,95.3,1.05,65.28,6,15.68,150,4
M04341,Bagasse,30.49,5.5,95.99,1.0,75.0,5,14.6,141,4
M04342,Bagasse,25.67,8.19,92.91,1.14,69.68,4,12.87,120,4
M04343,Bagasse,29.81,5.64,98.2,1.33,62.35,6,14.28,132,4
M04344,Bagasse,31.26,6.35,95.85,1.39,61.48,6,14.48,133,3
M04345,Bagasse,29.22,7.14,97.25,1.27,63.69,5,14.82,148,5
M04346,Bagasse,31.3,5.24,94.48,1.24,60.0,6,14.28,129,3
M04347,Bagasse,30.7,7.4,93.96,1.26,67.92,6,13.97,124,5
M04348,Bagasse,31.11,7.26,97.24,1.32,70.76,4,12.96,111,4
M04349,Bagasse,29.81,6.12,95.48,1.32,61.61,6,14.18,130,6
M04350,Bagasse,34.94,6.53,94.56,1.42,62.73,5,13.29,106,5
M04351,Bagasse,33.57,5.44,94.96,1.24,65.74,6,16.06,160,4
M04352,Bagasse,32.43,6.33,93.62,1.34,70.64,5,14.64,138,3
M04353,Bagasse,25.03,7.82,97.16,1.11,64.3,6,14.0,136,5
M04354,Bagasse,32.46,7.49,93.97,1.28,69.12,5,13.0,105,6
M04355,Bagasse,33.49,7.59,98.7,1.5,71.34,7,13.45,104,5
M04356,Bagasse,29.96,8.13,95.59,1.4,70.34,4,12.75,109,3
M04357,Bagasse,20.0,8.34,94.95,1.07,72.22,5,12.65,123,4
M04358,Bagasse,29.62,6.77,96.53,1.39,68.86,4,12.31,101,6
M04359,Bagasse,26.65,5.59,93.09,1.41,66.41,5,13.62,129,3
M04360,Bagasse,33.97,8.63,98.07,1.04,74.69,5,15.35,149,5
M04361,Bagasse,29.29,6.54,93.97,1.22,68.76,8,13.73,114,5
M04362,Bagasse,34.38,4.99,94.06,1.18,71.02,4,14.84,142,7
M04363,Bagasse,35.92,5.89,96.56,1.36,67.98,6,14.54,125,4
M04364,Bagasse,25.61,7.31,96.66,1.26,70.75,7,13.46,120,5
M04365,Bagasse,29.23,7.37,97.18,1.15,65.32,4,13.92,134,5
M04366,Bagasse,37.94,9.0,97.45,1.31,67.56,5,15.84,151,4
M04367,Bagasse,24.04,8.38,96.4,1.36,71.61,6,14.65,151,3
M04368,Bagasse,32.42,9.0,99.63,1.36,67.72,6,15.39,149,4
M04369,Bagasse,23.27,5.8,95.9,1.11,72.39,5,13.03,124,6
M04370,Bagasse,29.51,4.17,100.0,1.38,61.52,5,14.55,142,4
M04371,Bagasse,33.75,7.55,97.86,1.22,61.47,7,14.53,125,3
M04372,Bagasse,34.5,8.23,95.21,1.5,70.21,5,15.15,144,3
M04373,Bagasse,31.32,7.14,97.05,1.13,67.45,5,14.63,140,5
M04374,Bagasse,32.64,9.0,96.83,1.03,73.55,4,14.91,147,5
M04375,Bagasse,31.16,4.79,97.25,1.26,69.67,6,14.62,136,3
M04376,Bagasse,27.82,6.9,94.8,1.13,65.05,7,15.08,148,4
M04377,Bagasse,33.64,7.69,93.28,1.3,66.78,5,15.06,144,4
M04378,Bagasse,34.35,7.13,96.72,1.48,68.52,6,13.48,107,5
M04379,Bagasse,37.77,7.68,96.24,1.2,73.13,8,15.98,142,6
M04380,Bagasse,30.35,6.66,98.37,1.04,70.31,4,14.79,149,5
M04381,Bagasse,28.97,6.29,97.06,1.22,65.99,5,14.9,150,5
M04382,Bagasse,22.46,7.67,92.56,1.14,62.24,7,12.45,106,5
M04383,Bagasse,33.29,8.81,95.46,1.17,70.83,7,14.38,123,3
M04384,Bagasse,34.06,7.63,94.18,1.27,61.59,6,14.91,136,5
M04385,Bagasse,25.41,7.23,96.0,1.18,70.54,4,12.69,117,4
M04386,Bagasse,29.17,7.67,95.82,1.4,66.63,6,14.22,132,4
M04387,Bagasse,33.23,7.64,97.97,1.03,63.59,5,15.32,150,5
M04388,Bagasse,30.37,6.61,97.24,1.1,71.31,5,14.04,130,4
M04389,Bagasse,21.75,7.79,96.37,1.11,72.65,5,13.23,131,3
M04390,Bagasse,29.77,7.46,96.69,1.17,60.0,6,13.08,108,5
M04391,Bagasse,31.32,7.7,93.12,1.33,65.74,6,14.28,129,6
M04392,Bagasse,33.12,6.45,94.51,1.22,73.18,6,15.21,144,4
M04393,Bagasse,33.27,6.21,96.05,1.3,74.27,6,14.08,121,5
M04394,Bagasse,20.0,7.32,96.54,1.13,70.18,5,11.9,108,5
M04395,Bagasse,40.0,5.55,93.52,1.5,68.57,6,14.6,118,4
M04396,Bagasse,21.71,8.96,91.88,1.16,71.55,5,12.92,125,4
M04397,Bagasse,30.87,9.0,100.0,1.3,66.18,5,13.84,125,4
M04398,Bagasse,28.43,7.5,96.23,1.3,66.97,6,13.34,116,5
M04399,Bagasse,28.21,4.49,94.61,1.12,69.71,7,14.97,145,4
M04400,Bagasse,33.68,7.49,99.29,1.34,63.9,6,13.12,101,6
M04401,Bagasse,27.22,6.38,97.21,1.18,67.54,5,13.92,134,6
M04402,Bagasse,23.88,5.16,95.82,1.02,67.67,5,13.29,128,4
M04403,Bagasse,32.84,9.0,95.74,1.42,63.81,5,12.78,100,3
M04404,Bagasse,28.48,9.0,95.22,1.04,69.68,6,13.7,123,5
M04405,Bagasse,30.53,5.46,97.33,1.49,74.6,5,15.5,159,3
M04406,Bagasse,38.16,6.07,96.35,1.42,70.66,5,16.17,157,5
M04407,Bagasse,36.59,9.0,93.72,1.29,60.69,6,15.06,134,4
M04408,Bagasse,27.33,4.8,94.34,1.19,71.95,4,12.98,119,5
M04409,Bagasse,32.86,5.84,96.26,1.13,71.35,7,14.14,119,4
M04410,Bagasse,24.19,9.0,97.18,1.14,68.92,6,13.87,135,5
M04411,Bagasse,34.76,4.51,95.89,1.39,66.54,5,13.73,115,5
M04412,Bagasse,33.93,8.39,97.88,1.3,66.31,6,15.54,149,5
M04413,Bagasse,32.31,6.76,99.68,1.49,66.73,6,15.23,146,3
M04414,Bagasse,33.84,8.37,97.69,1.04,75.0,5,13.48,112,5
M04415,Bagasse,31.97,7.19,95.12,1.29,63.39,5,14.4,134,4
M04416,Bagasse,28.07,7.97,98.56,1.11,67.9,6,15.51,160,6
M04417,Bagasse,26.9,7.36,94.83,1.28,62.16,6,14.44,141,5
M04418,Bagasse,37.72,7.1,97.55,1.08,61.77,5,15.67,148,5
M04419,Bagasse,23.44,9.0,92.48,1.22,60.71,5,13.09,125,4
M04420,Bagasse,27.4,9.0,97.91,1.0,69.31,5,13.34,122,4
M04421,Bagasse,30.95,9.0,96.43,1.22,64.56,5,13.5,118,6
M04422,Bagasse,32.89,7.87,97.45,1.03,75.0,7,13.79,112,4
M04423,Bagasse,29.31,4.26,97.16,1.48,64.17,5,13.73,126,5
M04424,Bagasse,30.38,5.04,96.44,1.17,66.59,6,14.54,136,4
M04425,Bagasse,22.44,8.82,95.61,1.19,60.0,6,12.69,115,5
M04426,Bagasse,21.23,6.49,98.28,1.18,67.68,5,12.37,115,5
M04427,Bagasse,28.49,7.49,95.32,1.42,64.43,5,15.35,160,7
M04428,Bagasse,40.0,8.42,96.47,1.25,68.28,6,14.4,114,4
M04429,Bagasse,24.95,5.88,90.52,1.25,66.63,5,13.25,125,5
M04430,Bagasse,20.0,6.58,94.5,1.04,68.16,7,13.2,126,3
M04431,Bagasse,22.83,8.15,93.55,1.28,71.88,5,12.93,123,4
M04432,Bagasse,22.82,8.66,97.05,1.17,66.52,8,13.78,128,4
M04433,Bagasse,27.51,9.0,94.53,1.05,75.0,7,15.15,150,5
M04434,Bagasse,36.03,8.78,95.38,1.06,62.88,6,14.9,132,4
M04435,Bagasse,37.62,6.77,96.89,1.49,69.73,5,13.66,108,4
M04436,Bagasse,27.37,5.29,94.88,1.46,65.72,4,12.09,101,5
M04437,Bagasse,24.25,7.29,93.85,1.33,65.58,6,12.38,105,6
M04438,Bagasse,31.91,6.15,96.48,1.38,75.0,6,15.19,146,5
M04439,Bagasse,31.66,9.0,93.53,1.02,71.67,4,13.57,122,4
M04440,Bagasse,40.0,8.22,96.41,1.21,70.17,5,14.75,125,4
M04441,Bagasse,30.18,9.0,97.07,1.19,69.45,7,14.12,124,5
M04442,Bagasse,27.95,6.58,96.4,1.16,65.65,5,14.1,136,4
M04443,Bagasse,30.37,7.83,95.4,1.14,69.79,6,14.19,129,5
M04444,Bagasse,33.39,4.81,93.31,1.3,65.18,7,15.49,145,4
M04445,Bagasse,25.48,7.49,95.42,1.19,75.0,6,15.05,156,3
M04446,Bagasse,25.13,7.08,98.91,1.12,65.26,6,14.11,138,4
M04447,Bagasse,28.3,5.84,97.16,1.46,63.06,6,15.18,153,5
M04448,Bagasse,27.59,8.47,92.46,1.15,72.05,4,14.36,146,4
M04449,Bagasse,35.95,7.26,96.23,1.06,67.45,5,14.2,122,4
M04450,Bagasse,29.9,5.92,96.98,1.27,70.58,6,14.74,141,6
M04451,Bagasse,24.96,9.0,93.75,1.36,64.12,5,12.65,113,3
M04452,Bagasse,24.14,5.82,93.59,1.36,69.58,6,12.91,116,4
M04453,Bagasse,27.05,4.34,99.34,1.06,73.7,7,13.31,114,4
M04454,Bagasse,25.54,9.0,93.64,1.36,68.9,4,12.05,104,3
M04455,Bagasse,39.9,5.93,94.17,1.5,66.19,6,14.54,117,4
M04456,Bagasse,21.67,8.93,94.32,1.2,71.31,7,13.32,125,6
M04457,Bagasse,29.92,7.59,95.69,1.35,68.18,4,14.19,138,6
M04458,Bagasse,32.45,7.43,95.48,1.02,67.17,6,14.85,138,4
M04459,Bagasse,27.98,8.49,97.45,1.25,64.25,6,13.8,126,5
M04460,Bagasse,29.36,7.66,94.99,1.21,70.18,5,13.09,113,4
M04461,Bagasse,32.49,7.94,97.16,1.19,61.22,6,14.8,137,5
M04462,Bagasse,29.89,7.35,97.23,1.22,67.98,6,13.59,118,4
M04463,Bagasse,20.0,5.8,96.83,1.0,66.91,5,12.65,123,3
M04464,Bagasse,31.99,8.94,96.06,1.2,65.22,4,13.1,112,4
M04465,Bagasse,25.38,9.0,96.38,1.26,68.97,6,14.04,136,6
M04466,Bagasse,29.94,6.54,99.62,1.23,71.14,4,13.34,121,5
M04467,Bagasse,26.8,5.45,97.31,1.36,71.93,5,14.38,144,4
M04468,Bagasse,20.0,6.33,96.41,1.4,63.05,7,13.6,134,5
M04469,Bagasse,32.92,5.55,96.35,1.37,74.04,7,14.54,127,4
M04470,Bagasse,27.07,6.41,96.64,1.1,73.36,7,13.41,116,6
