product_id,category,sub_category,physical_state,product_weight_kg,fragility_level_1_to_10,moisture_sensitivity_0_to_1,leakage_risk_0_to_1,compression_tolerance_index,shipping_stress_index_1_to_10,shelf_life_months,regulatory_requirement_level_1_to_5
4550,Electronics & Consumer Goods,Laptop,Solid (Fragile),3.17,7,0.5,0.3,12.91,8,69,5
4551,Food & Beverages,Sauce/Ketchup,Viscous Liquid,0.2,5,0.56,0.87,20.43,7,4,3
4552,Food & Beverages,Snacks,Fragile Solid,0.27,9,0.28,0.13,6.84,5,43,5
4553,Automotive Parts & Accessories,Engine Part,Solid (Heavy),34.78,1,0.45,0.11,17.66,7,53,1
4554,Pharmaceuticals & Healthcare,Powder Medicine,Powder,10.19,4,0.82,0.29,31.11,6,53,3
4555,Pharmaceuticals & Healthcare,Tablets,Solid,4.78,6,0.39,0.18,4.04,6,45,2
4556,Electronics & Consumer Goods,Home Appliance,Solid,13.95,3,0.45,0.05,17.58,5,18,1
4557,Pharmaceuticals & Healthcare,Capsules,Solid,14.88,4,0.41,0.24,13.94,3,65,5
4558,Clothing & Textiles,Bedding,Compressible Solid,2.46,5,0.53,0.13,21.09,7,58,1
4559,Clothing & Textiles,Jeans,Solid (Flexible),7.54,3,0.49,0.27,10.1,5,61,4
4560,Luxury & Specialty Items,Premium Perfume,Liquid,8.1,4,0.5,0.95,4.62,5,64,2
4561,Food & Beverages,Snacks,Fragile Solid,3.45,7,0.4,0.3,15.69,9,38,2
4562,Cosmetics,Lipstick,Solid,6.01,5,0.53,0.27,7.24,9,25,1
4563,Clothing & Textiles,Bedding,Compressible Solid,11.9,4,0.57,0.19,34.81,4,34,5
4564,Food & Beverages,Flour,Powder,12.22,4,0.88,0.29,31.76,5,21,3
4565,Clothing & Textiles,Bedding,Compressible Solid,3.07,5,0.22,0.1,8.48,3,22,3
4566,Food & Beverages,Biscuits,Fragile Solid,3.04,7,0.3,0.28,3.3,6,4,2
4567,Luxury & Specialty Items,Watch,Solid (Fragile),2.59,8,0.39,0.27,10.64,6,12,4
4568,Pharmaceuticals & Healthcare,Powder Medicine,Powder,0.99,4,0.81,0.07,29.07,8,30,5
4569,Pharmaceuticals & Healthcare,Tablets,Solid,8.34,6,0.34,0.23,14.14,5,5,3
4570,Clothing & Textiles,Shoes,Solid,1.22,6,0.46,0.27,18.75,8,62,4
4571,Pharmaceuticals & Healthcare,Medical Device,Solid (Fragile),3.82,9,0.47,0.29,9.24,5,45,5
4572,Chemical Products,Paint,Liquid,9.67,4,0.55,0.82,20.86,3,16,5
4573,Pharmaceuticals & Healthcare,Medical Device,Solid (Fragile),1.99,8,0.48,0.09,3.06,4,39,5
4574,Agriculture & Raw Materials,Raw Cotton,Compressible Solid,4.07,3,0.43,0.23,35.91,6,51,5
4575,Agriculture & Raw Materials,Grains,Granular Solid,5.3,5,0.87,0.06,20.55,3,9,3
4576,Automotive Parts & Accessories,Car Battery,Solid (Hazardous),10.53,2,0.46,0.09,12.18,8,15,5
4577,Luxury & Specialty Items,Watch,Solid (Fragile),4.89,7,0.31,0.25,19.6,4,16,3
4578,Pharmaceuticals & Healthcare,Syrup,Liquid,6.73,5,0.46,0.8,22.25,4,54,3
4579,Chemical Products,Pesticide Liquid,Liquid,5.92,5,0.46,0.7,26.17,8,50,2
4580,Agriculture & Raw Materials,Grains,Granular Solid,14.53,4,0.81,0.18,26.94,9,62,4
4581,Automotive Parts & Accessories,Car Battery,Solid (Hazardous),8.61,6,0.36,0.07,20.97,3,7,2
4582,Agriculture & Raw Materials,Seeds,Granular Solid,0.52,2,0.89,0.28,12.22,7,69,1
4583,Agriculture & Raw Materials,Seeds,Granular Solid,8.25,6,0.9,0.05,4.36,5,61,1
4584,Cosmetics,Lotion,Liquid,1.41,4,0.74,0.87,22.39,3,3,2
4585,Chemical Products,Industrial Acid,Liquid (Corrosive),3.17,5,0.47,0.89,5.06,9,8,1
4586,Chemical Products,Solvent,Liquid (Flammable),8.89,5,0.74,0.95,9.16,6,64,3
4587,Cosmetics,Nail Polish,Liquid (Flammable),7.64,4,0.46,0.81,16.7,8,10,2
4588,E-commerce & Logistics Goods,Toys,Solid,14.17,5,0.33,0.1,3.93,4,18,5
4589,Cosmetics,Perfume,Liquid (Volatile),1.3,4,0.6,0.89,11.38,8,17,3
4590,E-commerce & Logistics Goods,Books,Solid,0.84,2,0.57,0.06,41.22,3,62,5
4591,Automotive Parts & Accessories,Engine Oil,Liquid,7.02,3,0.59,0.84,14,4,49,2
4592,Agriculture & Raw Materials,Seeds,Granular Solid,5.91,6,0.94,0.2,7.78,3,57,5
4593,E-commerce & Logistics Goods,Home Decor,Fragile Solid,1.63,8,0.54,0.24,6.12,4,14,3
4594,Clothing & Textiles,Jeans,Solid (Flexible),14.41,6,0.48,0.06,16.47,3,64,1
4595,Chemical Products,Paint,Liquid,4.8,3,0.5,0.73,5.86,3,17,3
4596,Pharmaceuticals & Healthcare,Ointment,Semi-solid,1.67,5,0.49,0.19,24.46,5,55,2
4597,E-commerce & Logistics Goods,Home Decor,Fragile Solid,4.6,9,0.43,0.18,5.85,5,27,4
4598,Chemical Products,Solvent,Liquid (Flammable),2.75,4,0.52,0.96,28.91,5,28,3
4599,Automotive Parts & Accessories,Spare Part,Solid,11.92,2,0.47,0.06,28.71,6,19,5
4600,Chemical Products,Pesticide Granular,Granular Solid,8.88,3,0.99,0.08,13.74,6,53,4
4601,E-commerce & Logistics Goods,Home Decor,Fragile Solid,3.51,7,0.47,0.29,16.47,6,13,1
4602,E-commerce & Logistics Goods,Kitchenware,Fragile Solid,1.43,7,0.21,0.14,9.73,9,71,5
4603,Clothing & Textiles,Bedding,Compressible Solid,10.8,3,0.42,0.15,13.01,9,4,3
4604,Automotive Parts & Accessories,Engine Oil,Liquid,8.71,5,0.53,0.86,15.85,7,38,3
4605,Agriculture & Raw Materials,Grains,Granular Solid,4.75,6,0.75,0.22,17.8,6,42,2
4606,Luxury & Specialty Items,Premium Perfume,Liquid,4.51,3,0.76,0.92,26.64,7,26,3
4607,Agriculture & Raw Materials,Grains,Granular Solid,10.45,3,0.74,0.12,39.13,5,37,3
4608,Agriculture & Raw Materials,Grains,Granular Solid,3.66,5,0.81,0.18,18.62,8,15,2
4609,Luxury & Specialty Items,Watch,Solid (Fragile),4.23,9,0.56,0.19,9.28,7,58,5
4610,Food & Beverages,Biscuits,Fragile Solid,2.42,7,0.59,0.3,15.07,5,15,5
4611,Chemical Products,Pesticide Liquid,Liquid,5.67,4,0.72,0.8,29.6,6,12,4
4612,Clothing & Textiles,T-shirt,Solid (Flexible),3.22,3,0.59,0.26,18.56,9,50,3
4613,Cosmetics,Perfume,Liquid (Volatile),6.84,5,0.72,0.72,19.9,9,58,1
4614,Chemical Products,Chemical Powder,Powder,23.94,3,0.86,0.22,27.38,6,25,3
4615,Clothing & Textiles,Shoes,Solid,2.99,3,0.5,0.06,31.43,8,40,3
4616,Luxury & Specialty Items,Premium Perfume,Liquid,6.45,4,0.53,0.92,33.36,5,58,2
4617,Agriculture & Raw Materials,Grains,Granular Solid,11.4,2,0.98,0.24,25.59,9,63,5
4618,Food & Beverages,Edible Oil,Liquid,2.27,3,0.53,0.86,9.26,7,63,5
4619,Chemical Products,Pesticide Powder,Powder,24.22,3,0.7,0.13,33.57,7,4,1
4620,E-commerce & Logistics Goods,Home Decor,Fragile Solid,4.44,9,0.39,0.14,3.95,3,65,2
4621,Food & Beverages,Biscuits,Fragile Solid,4.65,8,0.49,0.05,12.13,3,61,2
4622,Agriculture & Raw Materials,Raw Cotton,Compressible Solid,11.95,6,0.59,0.23,9.16,7,15,1
4623,Pharmaceuticals & Healthcare,Tablets,Solid,7.29,3,0.52,0.29,8.01,7,58,1
4624,Food & Beverages,Frozen Food,Solid (Temp-Sensitive),11.47,5,0.47,0.17,24.74,6,56,2
4625,Chemical Products,Solvent,Liquid (Flammable),7.95,4,0.48,0.98,16.86,7,19,4
4626,Clothing & Textiles,Jeans,Solid (Flexible),9.42,5,0.24,0.28,16.07,4,19,1
4627,Chemical Products,Pesticide Granular,Granular Solid,11.46,2,0.85,0.14,9.87,5,51,1
4628,Luxury & Specialty Items,Watch,Solid (Fragile),2.59,7,0.38,0.13,10.57,4,62,4
4629,Pharmaceuticals & Healthcare,Powder Medicine,Powder,6.61,4,0.92,0.18,19.69,4,33,2
4630,E-commerce & Logistics Goods,Toys,Solid,14.42,6,0.39,0.11,5.42,9,55,4
4631,Chemical Products,Pesticide Liquid,Liquid,1.77,5,0.51,0.9,10.61,3,59,5
4632,Electronics & Consumer Goods,Smartphone,Solid (Fragile),1.8,8,0.57,0.05,14.19,8,24,3
4633,Electronics & Consumer Goods,Laptop,Solid (Fragile),2.93,7,0.58,0.2,16.29,7,3,3
4634,Clothing & Textiles,Jeans,Solid (Flexible),12.23,4,0.26,0.07,19.22,5,64,2
4635,Luxury & Specialty Items,Artwork,Highly Fragile Solid,0.6,7,0.46,0.06,11.21,5,13,1
4636,Luxury & Specialty Items,Watch,Solid (Fragile),1.75,7,0.23,0.08,17.99,3,39,4
4637,Agriculture & Raw Materials,Animal Feed,Granular Solid,15.95,2,0.71,0.12,40.9,6,34,2
4638,Pharmaceuticals & Healthcare,Powder Medicine,Powder,6.62,3,0.86,0.18,38.12,4,62,2
4639,Automotive Parts & Accessories,Engine Part,Solid (Heavy),35.95,1,0.56,0.28,39.11,6,14,5
4640,E-commerce & Logistics Goods,Kitchenware,Fragile Solid,0.83,8,0.53,0.15,11.95,8,60,4
4641,Pharmaceuticals & Healthcare,Powder Medicine,Powder,9.86,4,0.95,0.08,34.13,9,40,4
4642,Cosmetics,Nail Polish,Liquid (Flammable),9.95,4,0.77,0.78,7.84,5,48,5
4643,Pharmaceuticals & Healthcare,Capsules,Solid,3.24,3,0.57,0.2,4.82,5,38,4
4644,Cosmetics,Lipstick,Solid,6.68,4,0.28,0.18,26.13,7,48,5
4645,Agriculture & Raw Materials,Animal Feed,Granular Solid,12.41,4,0.74,0.16,29.17,4,39,4
4646,Pharmaceuticals & Healthcare,Ointment,Semi-solid,4.09,6,0.38,0.18,16.83,9,62,3
4647,Automotive Parts & Accessories,Car Battery,Solid (Hazardous),3.64,3,0.42,0.2,27.67,8,69,3
4648,Food & Beverages,Milk,Liquid,3,5,0.74,0.85,7.2,3,23,4
4649,Electronics & Consumer Goods,Power Bank,Solid (Battery Risk),9.91,2,0.33,0.23,13.15,7,65,3
4650,E-commerce & Logistics Goods,Toys,Solid,12.49,5,0.38,0.2,5.28,8,70,4
4651,Food & Beverages,Ready-to-Eat Meal,Semi-solid,9.35,6,0.45,0.29,13.7,5,41,3
4652,Food & Beverages,Biscuits,Fragile Solid,2.47,9,0.55,0.27,7.33,8,10,1
4653,Food & Beverages,Edible Oil,Liquid,6.95,5,0.79,0.96,17.1,8,3,5
4654,Luxury & Specialty Items,Premium Perfume,Liquid,7.87,5,0.57,0.97,27.42,5,26,3
4655,Pharmaceuticals & Healthcare,Injectable,Liquid (Sterile),9.4,5,0.68,0.74,22.57,4,61,1
4656,Automotive Parts & Accessories,Brake Fluid,Liquid,1.83,4,0.6,0.87,21.16,8,69,3
4657,Luxury & Specialty Items,Premium Perfume,Liquid,3.08,5,0.49,0.89,25.02,3,56,5
4658,Chemical Products,Chemical Powder,Powder,17.78,3,0.93,0.16,29.61,3,27,5
4659,Pharmaceuticals & Healthcare,Syrup,Liquid,4.66,5,0.77,0.81,19.42,9,24,1
4660,Luxury & Specialty Items,Premium Perfume,Liquid,2.56,3,0.43,0.97,7.53,3,9,5
4661,Chemical Products,Industrial Acid,Liquid (Corrosive),6.3,4,0.72,0.87,20.91,4,51,1
4662,Automotive Parts & Accessories,Car Battery,Solid (Hazardous),4.87,4,0.45,0.27,30.64,6,39,3
4663,Agriculture & Raw Materials,Raw Cotton,Compressible Solid,9.51,3,0.58,0.2,12.81,4,56,5
4664,E-commerce & Logistics Goods,Mixed Merchandise,Mixed,0.74,4,0.23,0.13,23.94,3,44,2
4665,Agriculture & Raw Materials,Seeds,Granular Solid,6.57,5,0.95,0.29,22.74,7,11,5
4666,Automotive Parts & Accessories,Car Battery,Solid (Hazardous),13.91,4,0.44,0.22,34.97,3,50,4
4667,Cosmetics,Lipstick,Solid,11.33,3,0.34,0.3,37.06,4,21,1
4668,E-commerce & Logistics Goods,Home Decor,Fragile Solid,0.37,7,0.34,0.24,16.75,3,43,3
4669,Cosmetics,Nail Polish,Liquid (Flammable),0.58,3,0.46,0.8,27.91,5,55,1
4670,Cosmetics,Makeup Powder,Powder,17.52,3,0.88,0.06,23.37,8,20,3
4671,Food & Beverages,Juice,Liquid,3.65,4,0.71,0.83,30.81,5,48,4
4672,Clothing & Textiles,Jeans,Solid (Flexible),9.13,5,0.51,0.1,5.37,7,30,1
4673,Cosmetics,Perfume,Liquid (Volatile),4.65,4,0.63,0.76,13.59,5,31,1
4674,Electronics & Consumer Goods,Power Bank,Solid (Battery Risk),1.45,6,0.33,0.08,12.95,8,20,1
4675,Pharmaceuticals & Healthcare,Capsules,Solid,3.7,3,0.26,0.08,13.82,4,14,4
4676,E-commerce & Logistics Goods,Books,Solid,12.17,6,0.58,0.25,21.28,6,68,3
4677,Cosmetics,Lotion,Liquid,6.28,3,0.55,0.95,4.85,9,51,3
4678,Cosmetics,Lipstick,Solid,1.72,6,0.6,0.26,12.67,8,67,3
4679,Clothing & Textiles,Jeans,Solid (Flexible),6.33,4,0.33,0.23,28.8,7,10,2
4680,Luxury & Specialty Items,Jewelry,Solid (Fragile),0.35,8,0.24,0.17,7.87,7,64,1
4681,Automotive Parts & Accessories,Spare Part,Solid,2.73,4,0.45,0.26,13.04,6,28,3
4682,Electronics & Consumer Goods,Power Bank,Solid (Battery Risk),12.93,3,0.22,0.09,6.02,7,45,4
4683,Pharmaceuticals & Healthcare,Powder Medicine,Powder,19.09,4,0.96,0.17,26.46,7,45,2
4684,Chemical Products,Solvent,Liquid (Flammable),9.53,3,0.54,1,38.05,7,39,4
4685,Chemical Products,Solvent,Liquid (Flammable),5.19,5,0.68,0.84,29.76,7,52,3
4686,Luxury & Specialty Items,Watch,Solid (Fragile),4.69,8,0.5,0.26,8.05,7,13,1
4687,Food & Beverages,Sauce/Ketchup,Viscous Liquid,1.13,5,0.44,0.86,18.94,8,66,3
4688,Pharmaceuticals & Healthcare,Injectable,Liquid (Sterile),8.34,3,0.42,0.9,31.4,6,51,3
4689,Food & Beverages,Dry Grains,Granular Solid,20,2,0.83,0.26,9.37,3,21,2
4690,E-commerce & Logistics Goods,Books,Solid,10.27,4,0.27,0.1,22.47,8,64,2
4691,Pharmaceuticals & Healthcare,Capsules,Solid,2.27,4,0.24,0.17,27.13,3,65,4
4692,Clothing & Textiles,Bedding,Compressible Solid,4.88,6,0.42,0.17,5.41,3,18,2
4693,Cosmetics,Nail Polish,Liquid (Flammable),3.89,4,0.52,0.87,4.72,5,44,4
4694,Luxury & Specialty Items,Premium Perfume,Liquid,6.82,4,0.42,0.92,17.96,5,47,3
4695,Agriculture & Raw Materials,Animal Feed,Granular Solid,8.69,4,1,0.13,20.55,3,70,2
4696,Chemical Products,Adhesive,Viscous Liquid,1.82,5,0.66,0.79,4.4,8,22,2
4697,Automotive Parts & Accessories,Engine Oil,Liquid,4.25,4,0.7,0.93,28.97,8,59,2
4698,Pharmaceuticals & Healthcare,Capsules,Solid,2.05,4,0.45,0.14,16.16,9,19,1
4699,Agriculture & Raw Materials,Raw Cotton,Compressible Solid,5.85,3,0.39,0.21,10.84,6,61,5
4700,Electronics & Consumer Goods,Smartphone,Solid (Fragile),3.96,8,0.41,0.14,8.83,4,50,4
4701,Electronics & Consumer Goods,Home Appliance,Solid,3.33,6,0.45,0.2,17.79,7,47,1
4702,Cosmetics,Lotion,Liquid,4.07,5,0.67,0.85,29.85,5,57,5
4703,Automotive Parts & Accessories,Spare Part,Solid,0.6,2,0.53,0.16,18.67,6,21,3
4704,Chemical Products,Pesticide Granular,Granular Solid,20.33,2,0.86,0.14,42.41,8,16,5
4705,Pharmaceuticals & Healthcare,Injectable,Liquid (Sterile),3.09,3,0.72,0.75,13.79,9,63,4
4706,Food & Beverages,Juice,Liquid,9.42,3,0.51,0.83,19.8,7,52,3
4707,Pharmaceuticals & Healthcare,Powder Medicine,Powder,11.9,4,0.79,0.18,25.61,7,30,2
4708,Automotive Parts & Accessories,Spare Part,Solid,8.13,4,0.23,0.11,18.64,7,53,3
4709,Chemical Products,Lubricant,Liquid,4.21,3,0.43,0.93,14.87,4,70,3
4710,Clothing & Textiles,Fabric Roll,Solid (Roll Form),0.25,3,0.43,0.14,26.94,5,10,1
4711,Clothing & Textiles,T-shirt,Solid (Flexible),1.25,4,0.23,0.1,10.46,4,67,2
4712,Cosmetics,Cream,Semi-solid,6.76,2,0.24,0.21,15.94,7,64,1
4713,Food & Beverages,Dry Grains,Granular Solid,16.87,4,0.7,0.27,27.53,3,32,1
4714,Automotive Parts & Accessories,Car Battery,Solid (Hazardous),3.86,5,0.59,0.19,3.87,4,3,1
4715,Pharmaceuticals & Healthcare,Syrup,Liquid,4.06,4,0.49,0.93,26.16,9,37,1
4716,Cosmetics,Perfume,Liquid (Volatile),0.15,3,0.56,0.96,9.38,8,38,4
4717,Food & Beverages,Ready-to-Eat Meal,Semi-solid,11.63,4,0.53,0.3,12.67,6,9,3
4718,Pharmaceuticals & Healthcare,Capsules,Solid,10.12,4,0.47,0.3,24.03,6,68,1
4719,Electronics & Consumer Goods,Tablet,Solid (Fragile),4.62,7,0.56,0.3,8.1,8,26,4
4720,Cosmetics,Perfume,Liquid (Volatile),3.72,5,0.53,1,7.2,4,22,5
4721,Pharmaceuticals & Healthcare,Medical Device,Solid (Fragile),2.54,8,0.34,0.09,2.82,5,25,2
4722,E-commerce & Logistics Goods,Kitchenware,Fragile Solid,2.49,7,0.28,0.09,18.16,6,11,5
4723,Cosmetics,Perfume,Liquid (Volatile),8.97,5,0.43,0.9,9.2,5,15,3
4724,Food & Beverages,Sauce/Ketchup,Viscous Liquid,9.91,3,0.58,0.74,28.92,4,71,3
4725,Luxury & Specialty Items,Premium Perfume,Liquid,3.16,3,0.51,0.91,38.95,9,9,1
4726,Food & Beverages,Edible Oil,Liquid,5.79,5,0.43,0.89,12.01,9,54,1
4727,Clothing & Textiles,T-shirt,Solid (Flexible),6.48,4,0.47,0.2,4.36,6,42,4
4728,Pharmaceuticals & Healthcare,Syrup,Liquid,5.19,3,0.69,0.71,30.1,9,71,1
4729,Clothing & Textiles,Bedding,Compressible Solid,4.7,6,0.46,0.12,18.78,9,37,1
4730,Agriculture & Raw Materials,Raw Cotton,Compressible Solid,6.68,5,0.56,0.2,18.87,6,23,1
4731,Agriculture & Raw Materials,Seeds,Granular Solid,19.51,5,0.88,0.09,3.55,9,34,3
4732,Electronics & Consumer Goods,Headphones,Solid,12.46,6,0.47,0.1,6.81,5,4,4
4733,Chemical Products,Industrial Acid,Liquid (Corrosive),7.84,4,0.49,0.91,32.27,5,43,3
4734,E-commerce & Logistics Goods,Mixed Merchandise,Mixed,10.82,5,0.52,0.18,19.51,6,18,1
4735,Food & Beverages,Ready-to-Eat Meal,Semi-solid,0.72,4,0.56,0.13,24.32,6,64,2
4736,Food & Beverages,Edible Oil,Liquid,6.27,3,0.58,0.91,11.57,7,12,5
4737,Luxury & Specialty Items,Premium Perfume,Liquid,0.97,5,0.59,0.95,22.13,8,65,2
4738,Food & Beverages,Sauce/Ketchup,Viscous Liquid,3.52,5,0.69,0.74,24.52,3,12,1
4739,Luxury & Specialty Items,Premium Perfume,Liquid,9.3,3,0.67,0.91,10.43,6,20,2
4740,Food & Beverages,Frozen Food,Solid (Temp-Sensitive),7.79,4,0.32,0.3,16.53,5,61,5
4741,Cosmetics,Lotion,Liquid,9.87,4,0.69,0.74,6.72,9,32,2
4742,Agriculture & Raw Materials,Grains,Granular Solid,24.99,5,0.84,0.17,8.91,5,61,4
4743,Automotive Parts & Accessories,Spare Part,Solid,3.07,3,0.39,0.12,28.65,9,61,4
4744,Pharmaceuticals & Healthcare,Medical Device,Solid (Fragile),1.33,8,0.49,0.23,8.48,9,4,4
4745,Chemical Products,Fertilizer,Granular Solid,19.5,2,0.81,0.06,40.13,6,34,3
4746,Clothing & Textiles,T-shirt,Solid (Flexible),8.06,3,0.28,0.17,35.97,5,29,1
4747,Agriculture & Raw Materials,Grains,Granular Solid,19.24,5,0.87,0.26,11.67,6,5,4
4748,Clothing & Textiles,Bedding,Compressible Solid,2.14,6,0.34,0.25,8.55,9,5,4
4749,Agriculture & Raw Materials,Seeds,Granular Solid,12.02,4,0.9,0.24,26.2,3,58,2
4750,E-commerce & Logistics Goods,Home Decor,Fragile Solid,4.04,7,0.27,0.13,16.08,5,71,2
4751,Agriculture & Raw Materials,Raw Cotton,Compressible Solid,7.6,6,0.57,0.08,22.07,4,32,4
4752,Clothing & Textiles,Shoes,Solid,12.85,5,0.27,0.11,11.49,9,57,3
4753,Electronics & Consumer Goods,Power Bank,Solid (Battery Risk),13.93,4,0.44,0.29,34.62,5,54,3
4754,Pharmaceuticals & Healthcare,Syrup,Liquid,1.43,4,0.66,0.71,34.1,8,54,1
4755,Luxury & Specialty Items,Premium Perfume,Liquid,1.31,4,0.4,0.92,18.18,6,7,5
4756,E-commerce & Logistics Goods,Mixed Merchandise,Mixed,6.43,2,0.51,0.29,44.53,4,27,5
4757,Pharmaceuticals & Healthcare,Syrup,Liquid,9.97,5,0.69,0.72,12.41,7,24,1
4758,Food & Beverages,Frozen Food,Solid (Temp-Sensitive),0.67,6,0.33,0.19,22.24,5,6,3
4759,E-commerce & Logistics Goods,Kitchenware,Fragile Solid,4.31,7,0.34,0.23,6.69,4,31,5
4760,Pharmaceuticals & Healthcare,Medical Device,Solid (Fragile),0.85,9,0.43,0.22,4.69,4,48,4
4761,Electronics & Consumer Goods,Power Bank,Solid (Battery Risk),1.81,6,0.39,0.08,18.1,9,67,4
4762,Food & Beverages,Biscuits,Fragile Solid,2.47,8,0.34,0.27,8.95,7,35,4
4763,Automotive Parts & Accessories,Engine Oil,Liquid,8.17,3,0.51,0.8,36.3,4,24,5
4764,Chemical Products,Lubricant,Liquid,9.31,3,0.64,0.76,17.69,4,45,5
4765,Food & Beverages,Juice,Liquid,3.97,5,0.73,0.7,5.34,5,66,5
4766,Chemical Products,Chemical Powder,Powder,15.94,5,0.71,0.26,14.68,5,70,3
4767,Pharmaceuticals & Healthcare,Powder Medicine,Powder,17.79,5,0.91,0.26,19.61,6,35,3
4768,Food & Beverages,Milk,Liquid,8.52,3,0.54,0.77,11.47,3,19,2
4769,Food & Beverages,Dry Grains,Granular Solid,5.93,4,1,0.26,8,7,34,2
4770,E-commerce & Logistics Goods,Kitchenware,Fragile Solid,0.54,9,0.33,0.29,4.61,7,71,1
4771,Luxury & Specialty Items,Artwork,Highly Fragile Solid,3.73,8,0.25,0.23,6.35,7,24,2
4772,Electronics & Consumer Goods,Smartphone,Solid (Fragile),2.74,7,0.51,0.17,3.28,3,40,2
4773,Luxury & Specialty Items,Jewelry,Solid (Fragile),4.56,8,0.44,0.29,2.35,6,19,1
4774,Chemical Products,Chemical Powder,Powder,9.42,6,0.83,0.06,22.25,8,43,3
4775,Food & Beverages,Ready-to-Eat Meal,Semi-solid,6.47,5,0.22,0.11,8.22,9,15,1
4776,Luxury & Specialty Items,Watch,Solid (Fragile),4.78,9,0.38,0.14,4.51,6,32,4
4777,Luxury & Specialty Items,Artwork,Highly Fragile Solid,3.69,7,0.53,0.17,6.8,9,67,4
4778,Automotive Parts & Accessories,Engine Oil,Liquid,8.99,5,0.48,0.91,17.67,3,66,5
4779,Automotive Parts & Accessories,Car Battery,Solid (Hazardous),8.32,6,0.21,0.09,14.94,7,42,3
4780,Chemical Products,Pesticide Liquid,Liquid,6.38,5,0.41,0.71,7.88,8,27,3
4781,E-commerce & Logistics Goods,Mixed Merchandise,Mixed,14.57,6,0.49,0.12,22.97,3,60,3
4782,Cosmetics,Perfume,Liquid (Volatile),6.61,5,0.74,0.87,29.37,9,39,1
4783,Clothing & Textiles,Shoes,Solid,11.86,3,0.35,0.22,17.8,4,39,2
4784,Luxury & Specialty Items,Watch,Solid (Fragile),3.18,8,0.31,0.11,5.37,3,3,4
4785,Automotive Parts & Accessories,Engine Part,Solid (Heavy),13.05,3,0.31,0.17,11.44,6,65,3
4786,Luxury & Specialty Items,Premium Perfume,Liquid,8.42,3,0.72,0.83,26.12,4,13,5
4787,E-commerce & Logistics Goods,Kitchenware,Fragile Solid,0.74,8,0.3,0.18,3.7,8,67,1
4788,Electronics & Consumer Goods,Headphones,Solid,5.81,3,0.33,0.12,6.63,8,30,4
4789,Cosmetics,Lipstick,Solid,4.13,2,0.34,0.3,12.8,6,25,2
4790,Automotive Parts & Accessories,Spare Part,Solid,11.56,3,0.25,0.26,36.35,5,41,5
4791,Cosmetics,Lotion,Liquid,8.99,4,0.41,0.79,25.01,3,24,4
4792,Automotive Parts & Accessories,Engine Part,Solid (Heavy),46.71,3,0.29,0.16,6.63,8,9,1
4793,Clothing & Textiles,Fabric Roll,Solid (Roll Form),8.67,6,0.33,0.23,5.14,7,63,5
4794,Clothing & Textiles,T-shirt,Solid (Flexible),14.19,6,0.58,0.06,8.4,3,16,4
4795,Luxury & Specialty Items,Premium Perfume,Liquid,9.53,4,0.59,0.87,7.17,8,32,5
4796,Chemical Products,Paint,Liquid,1.21,4,0.44,0.84,21.37,3,30,3
4797,E-commerce & Logistics Goods,Toys,Solid,9.44,6,0.28,0.22,20.06,4,14,2
4798,Cosmetics,Perfume,Liquid (Volatile),8.4,4,0.72,0.84,12.12,4,7,2
4799,Cosmetics,Perfume,Liquid (Volatile),0.93,3,0.67,0.88,36.28,5,26,4
4800,Clothing & Textiles,Fabric Roll,Solid (Roll Form),6.26,5,0.45,0.29,21.71,5,52,3
4801,Pharmaceuticals & Healthcare,Medical Device,Solid (Fragile),3.94,9,0.35,0.16,8.63,3,65,5
4802,Luxury & Specialty Items,Watch,Solid (Fragile),2.34,8,0.48,0.27,1.61,9,66,5
4803,E-commerce & Logistics Goods,Home Decor,Fragile Solid,3.52,8,0.43,0.19,10.56,3,6,5
4804,Electronics & Consumer Goods,Laptop,Solid (Fragile),0.37,9,0.51,0.16,8.53,9,70,4
4805,Automotive Parts & Accessories,Engine Part,Solid (Heavy),30.01,2,0.22,0.15,15.16,9,38,4
4806,Clothing & Textiles,T-shirt,Solid (Flexible),0.92,4,0.45,0.11,19.16,7,55,5
4807,Automotive Parts & Accessories,Engine Part,Solid (Heavy),27.02,3,0.3,0.29,7.84,5,16,5
4808,Pharmaceuticals & Healthcare,Powder Medicine,Powder,21.5,3,0.71,0.28,22.99,5,8,2
4809,Cosmetics,Lipstick,Solid,10.84,4,0.24,0.29,7.74,6,37,2
4810,Automotive Parts & Accessories,Car Battery,Solid (Hazardous),1.29,3,0.44,0.25,5.64,4,42,4
4811,Chemical Products,Industrial Acid,Liquid (Corrosive),5.08,4,0.77,0.96,20.93,3,7,1
4812,Clothing & Textiles,Fabric Roll,Solid (Roll Form),5.67,3,0.55,0.28,33.9,8,8,2
4813,Automotive Parts & Accessories,Spare Part,Solid,11.82,5,0.54,0.09,15,5,10,4
4814,Agriculture & Raw Materials,Raw Cotton,Compressible Solid,14.04,6,0.32,0.18,24.84,5,17,1
4815,E-commerce & Logistics Goods,Toys,Solid,3.68,2,0.22,0.08,35.57,3,23,4
4816,Chemical Products,Pesticide Liquid,Liquid,1.71,3,0.68,0.99,29.65,8,27,1
4817,Chemical Products,Lubricant,Liquid,2.71,5,0.48,0.87,4.89,5,18,5
4818,Pharmaceuticals & Healthcare,Capsules,Solid,3.79,2,0.31,0.24,32.75,4,11,2
