material_id,base_category,material_form,tensile_strength_mpa,thickness_mm,weight_capacity_kg,moisture_barrier_score,leakage_resistance_score,biodegradability_score,co2_kg_per_kg,recyclability_percent,cost_per_kg_inr
2612,Paper,Kraft Paper,26.2,3.17,26.72,0.287,0.2,1,0.756,92.2,58.1
2613,Glass,Soda-Lime Glass,69.77,1.48,49.11,0.972,1,0,0.921,100,48.14
2614,Sustainable,Mycelium Packaging,15.19,0.94,5.63,0.21,0.237,1,0.288,72.6,102.92
2615,Bioplastic,PLA,49.95,5.59,83.26,0.653,0.779,0.791,1.285,53.7,227.42
2616,Metal,Aluminum Foil (Thin Gauge),66.28,1.43,33.33,0.935,0.814,0,5.347,100,263.11
2617,Glass,Tempered Glass,81.96,1.62,66.09,0.982,0.943,0,1.102,94,98.77
2618,Metal,Aluminum Alloy 3003,107.31,5.54,238.66,0.944,0.935,0,8.262,96.3,270.58
2619,Sustainable,Bagasse,20.51,4.32,32.44,0.35,0.394,0.946,0.566,72.6,87.15
2620,Glass,Borosilicate Glass,75.42,6.21,207.68,1,1,0,1.079,97.6,87.15
2621,Metal,Aluminum Rigid (Can Grade),93.62,7.83,286.59,1,1,0,7.092,100,277.22
2622,Glass,Soda-Lime Glass,70.27,7.02,186.13,0.925,1,0,1.129,92.6,61.42
2623,Plastic,HDPE,25.08,1.13,14.98,1,0.92,0.05,1.86,66,137.78
2624,Sustainable,Hemp Fiber Board,27.91,4.82,47.52,0.418,0.527,1,0.839,78.1,137.78
2625,Glass,Tempered Glass,80.65,2.74,100.52,0.96,1,0,1.076,94.7,91.3
2626,Sustainable,Bagasse,20.23,3.09,28.14,0.335,0.429,0.959,0.437,82.2,96.28
2627,Glass,Tempered Glass,80.23,3.12,86.25,0.96,0.918,0,1.24,90.1,92.13
2628,Metal,Steel (304 Grade),397.13,0.49,88.11,0.985,1,0,2.072,96.7,123.67
2629,Glass,Borosilicate Glass,76.43,6.2,152.77,0.973,0.841,0,0.998,100,89.64
2630,Paper,Kraft Paper,23.49,4.31,53.44,0.292,0.21,0.911,0.654,97.3,52.29
2631,Sustainable,Seaweed-based Film,18.32,2.76,21.25,0.684,0.625,0.957,0.621,70.1,146.91
2632,Metal,Tinplate (Coated Steel),256.73,5.75,743.84,1,0.958,0,2.008,96.9,138.61
2633,Paper,Kraft Paper,21.83,1.25,12.09,0.296,0.219,0.907,0.616,99.2,48.97
2634,Metal,Tinplate (Coated Steel),248.07,4.9,630.46,0.948,0.84,0,2.175,93.8,152.72
2635,Paper,Kraft Paper,26.59,7,91.68,0.295,0.218,0.934,0.76,92,74.7
2636,Glass,Soda-Lime Glass,70.3,3.93,102.37,1,0.973,0,1.194,90.2,72.21
2637,Plastic,PET,38.26,6.31,82.29,0.9,0.955,0.021,1.659,90.1,234.89
2638,Sustainable,Seaweed-based Film,17.6,5.72,30.95,0.645,0.624,1,0.607,71,142.76
2639,Sustainable,Hemp Fiber Board,27.76,4.68,54.22,0.435,0.539,1,0.824,78.8,145.25
2640,Paper,Molded Pulp,18.45,4.42,41.44,0.208,0.137,0.983,0.675,82,85.49
2641,Metal,Aluminum Alloy 3003,111.53,2.15,112.82,1,1,0,6.393,100,237.38
2642,Sustainable,Hemp Fiber Board,28.5,0.92,8.77,0.456,0.447,0.923,0.732,83.4,117.03
2643,Plastic,PP,28.25,1.55,19.45,0.979,1,0.04,1.41,79.8,131.97
2644,Sustainable,Bagasse,19.45,0.28,2.88,0.333,0.426,1,0.555,73.4,96.28
2645,Metal,Steel (304 Grade),404.04,7.26,1510.97,1,1,0,2.578,88.6,173.47
2646,Paper,Kraft Paper,28.88,1.76,15.56,0.284,0.22,0.897,0.849,87.5,76.36
2647,Sustainable,Seaweed-based Film,18.4,3.15,23.49,0.655,0.629,0.943,0.662,67.4,157.7
2648,Metal,Aluminum Foil (Thin Gauge),63.74,1.51,42.99,1,0.972,0,7.77,91.3,273.07
2649,Glass,Tempered Glass,80.07,3.97,160.04,1,1,0,1.067,95,98.77
2650,Plastic,HDPE,24.29,4.28,53.26,0.972,0.977,0.051,1.808,67.2,126.99
2651,Metal,Aluminum Alloy 3003,109.68,2.46,131.98,1,1,0,7.941,97.9,284.69
2652,Sustainable,Bagasse,19.79,0.52,3.34,0.335,0.327,0.938,0.537,74.7,111.22
2653,Paper,Molded Pulp,20.18,4.18,36.72,0.188,0.12,0.907,0.716,79.8,69.72
2654,Metal,Steel (304 Grade),400.73,6.74,1257.39,0.929,0.856,0,2.735,86,132.8
2655,Paper,Kraft Paper,24.74,3.29,38.08,0.324,0.202,1,0.703,94.8,76.36
2656,Sustainable,Bagasse,19.86,2.6,23.1,0.362,0.381,0.997,0.524,75.7,80.51
2657,Sustainable,Bagasse,20.25,1.03,7.1,0.341,0.429,0.943,0.418,83.6,89.64
2658,Sustainable,Mycelium Packaging,15.13,2.7,14.38,0.215,0.249,1,0.379,62.4,97.11
2659,Metal,Aluminum Foil (Thin Gauge),65.28,6.05,194.95,0.982,0.793,0,5.453,100,181.77
2660,Metal,Aluminum Alloy 3003,109.48,5.64,196.84,1,0.931,0,6.09,100,234.06
2661,Metal,Aluminum Rigid (Can Grade),92.85,6.81,230.3,1,1,0,7.762,98.9,282.2
2662,Plastic,PET,44.91,2.16,46.78,0.903,0.843,0.021,1.96,84.7,136.12
2663,Glass,Soda-Lime Glass,70.06,2.91,95.17,1,1,0,0.882,100,58.93
2664,Glass,Borosilicate Glass,74.75,3.04,93.05,1,1,0,1.292,91.2,89.64
2665,Glass,Borosilicate Glass,76.18,3.43,128.61,1,0.831,0,1.459,86.2,93.79
2666,Paper,Corrugated Board,32.59,7.37,129.73,0.365,0.251,0.924,0.89,98.6,112.88
2667,Bioplastic,PLA,48.73,1.18,19.45,0.745,0.711,0.795,1.18,57.1,185.92
2668,Glass,Soda-Lime Glass,71.82,5.53,153.74,0.954,1,0,1.036,96.2,61.42
2669,Paper,Corrugated Board,37.74,3.78,75.12,0.341,0.265,1,0.998,94.2,85.49
2670,Glass,Borosilicate Glass,76.41,1.41,50.18,1,1,0,1.157,95.3,76.36
2671,Metal,Aluminum Alloy 3003,111.92,6.82,393.9,1,0.89,0,7.444,100,273.07
2672,Metal,Aluminum Alloy 3003,112.16,5.42,329,1,0.899,0,8.679,94.1,332
2673,Paper,Kraft Paper,23.92,5.99,63.02,0.282,0.219,0.985,0.684,95.8,73.87
2674,Plastic,HDPE,20.38,7.87,87.15,0.927,0.999,0.051,1.433,76.1,128.65
2675,Bioplastic,PLA,51.27,3.1,76.5,0.65,0.653,0.826,1.272,54.1,247.34
2676,Sustainable,Bagasse,19.53,0.28,2.69,0.328,0.432,0.959,0.447,81.5,71.38
2677,Metal,Aluminum Foil (Thin Gauge),63.06,5.9,171.88,1,0.898,0,5.827,100,205.01
2678,Metal,Aluminum Foil (Thin Gauge),65.74,2.85,74.45,1,0.91,0,7.594,92.3,231.57
2679,Metal,Steel (304 Grade),395.33,5.74,735.63,1,1,0,2.163,95.2,172.64
2680,Plastic,HDPE,18.77,2.3,19.93,0.991,0.844,0.048,1.299,79.2,207.5
2681,Sustainable,Hemp Fiber Board,28.79,4.52,50.95,0.445,0.441,0.935,0.629,88.6,104.58
2682,Plastic,PP,26.7,5.79,64.2,0.918,0.996,0.038,1.293,82.7,214.97
2683,Plastic,PET,41.31,1.92,26.09,0.92,1,0.021,1.763,88.3,200.86
2684,Metal,Aluminum Rigid (Can Grade),93.93,0.76,32,0.964,0.868,0,8.35,95.8,256.47
2685,Metal,Steel (304 Grade),394.93,7.32,1232.79,0.998,0.977,0,2.79,85.2,137.78
2686,Bioplastic,PLA,50.67,3.58,69.9,0.652,0.625,0.848,1.231,55.4,242.36
2687,Paper,Corrugated Board,28.85,0.42,5.83,0.363,0.215,0.933,0.762,100,87.98
2688,Paper,Corrugated Board,33.8,0.62,11.08,0.371,0.245,0.901,0.924,97.2,92.96
2689,Glass,Borosilicate Glass,75.42,7.3,206.48,1,1,0,1.271,91.9,78.02
2690,Metal,Steel (304 Grade),388.09,2.42,284.5,0.928,0.811,0,2.299,93,156.87
2691,Glass,Borosilicate Glass,76.88,5.22,174.34,1,0.901,0,1.201,94,91.3
2692,Metal,Tinplate (Coated Steel),251.58,3.54,450.42,0.958,0.976,0,2.343,90.8,143.59
2693,Glass,Tempered Glass,82.34,3.59,118.72,0.972,0.807,0,1.456,84,89.64
2694,Paper,Kraft Paper,25.28,7.39,91.9,0.287,0.164,0.917,0.765,91.8,78.02
2695,Plastic,PP,30.26,5.85,52.22,0.858,0.922,0.039,1.516,77.1,139.44
2696,Sustainable,Bagasse,20.39,1.87,11.74,0.351,0.391,1,0.535,74.9,76.36
2697,Glass,Tempered Glass,79.86,7.78,259.79,1,0.932,0,1.358,86.8,120.35
2698,Metal,Aluminum Foil (Thin Gauge),64.94,3.13,67,1,0.802,0,7.312,93.9,225.76
2699,Glass,Soda-Lime Glass,68.82,7.83,286.02,1,0.843,0,0.905,100,50.63
2700,Metal,Aluminum Rigid (Can Grade),92.94,2.53,123.82,0.952,0.923,0,6.514,100,217.46
2701,Metal,Tinplate (Coated Steel),252.73,0.28,33.92,0.946,0.895,0,2.232,92.8,133.63
2702,Metal,Aluminum Rigid (Can Grade),93.42,1.03,30.89,1,1,0,7.837,98.5,253.98
2703,Sustainable,Seaweed-based Film,17.5,1.56,10.33,0.625,0.726,1,0.689,65.7,143.59
2704,Metal,Aluminum Alloy 3003,112.74,2.91,170.4,0.935,1,0,6.515,100,218.29
2705,Plastic,HDPE,24.09,5.98,78.64,1,0.946,0.048,1.756,68.4,185.92
2706,Metal,Tinplate (Coated Steel),249.76,0.68,69.37,1,0.953,0,2.29,91.8,136.12
2707,Metal,Aluminum Rigid (Can Grade),95.73,7.13,252.66,1,1,0,7.262,100,189.24
2708,Metal,Aluminum Rigid (Can Grade),97.6,6.24,208.96,1,0.87,0,7.007,100,263.94
2709,Metal,Tinplate (Coated Steel),246.7,3.63,288.97,0.963,0.957,0,1.833,100,119.52
2710,Paper,Kraft Paper,23.88,0.85,7.02,0.316,0.197,0.966,0.704,94.8,53.12
2711,Metal,Aluminum Foil (Thin Gauge),66.28,1.31,32.9,0.941,0.907,0,7.094,95.1,259.79
2712,Paper,Molded Pulp,19.3,1.23,11.7,0.213,0.159,1,0.668,82.4,84.66
2713,Metal,Aluminum Alloy 3003,111.68,1.87,70.88,1,0.976,0,8.178,96.7,265.6
2714,Glass,Borosilicate Glass,73.78,4.62,156.78,0.942,1,0,1.429,87.1,102.09
2715,Plastic,HDPE,22.85,6.58,66.54,1,0.993,0.051,1.64,71.2,158.53
2716,Metal,Aluminum Foil (Thin Gauge),64.26,5.16,100.55,1,0.776,0,6.87,96.4,208.33
2717,Paper,Kraft Paper,26.28,7.55,74.95,0.315,0.179,0.921,0.765,91.8,76.36
2718,Metal,Tinplate (Coated Steel),255.34,7.47,961.75,0.996,0.817,0,2.344,90.8,141.1
2719,Bioplastic,PLA,51.13,7.17,160.61,0.741,0.762,0.891,1.209,56.1,176.79
2720,Sustainable,Bagasse,19.82,2.98,30.57,0.327,0.352,1,0.528,75.4,80.51
2721,Plastic,HDPE,21,2.84,23.91,1,0.875,0.048,1.472,75.1,116.2
2722,Sustainable,Bagasse,20.52,4.08,33.38,0.362,0.364,1,0.436,82.3,97.94
2723,Glass,Soda-Lime Glass,70.83,1.88,60.32,0.975,0.947,0,1.053,95.5,56.44
2724,Plastic,PP,35.29,1.69,17.58,0.961,0.917,0.04,1.772,70.7,170.98
2725,Glass,Tempered Glass,79.86,2.44,93.21,0.925,0.861,0,1.087,94.4,95.45
2726,Plastic,HDPE,22.99,1.99,15.39,0.891,0.936,0.05,1.615,71.8,133.63
2727,Glass,Tempered Glass,78.6,2.05,71.82,0.994,0.893,0,1.309,88.2,103.75
2728,Sustainable,Bagasse,20.51,0.41,3.94,0.346,0.33,1,0.557,73.2,97.11
2729,Sustainable,Hemp Fiber Board,27.61,6.64,88.35,0.428,0.43,0.982,0.844,77.8,107.9
2730,Plastic,HDPE,18.32,3.44,23.67,0.877,0.857,0.047,1.287,79.5,185.92
2731,Paper,Corrugated Board,31.69,4.43,47.97,0.352,0.247,0.908,0.848,100,79.68
2732,Sustainable,Seaweed-based Film,17.74,3.49,28.5,0.64,0.763,1,0.514,77,125.33
2733,Glass,Soda-Lime Glass,69.06,1.94,66.66,0.97,0.83,0,1.033,96.2,48.97
2734,Glass,Tempered Glass,82.32,2.75,84.79,1,1,0,1.579,80.6,93.79
2735,Plastic,PET,42.95,5.54,96.17,0.968,1,0.019,1.938,85.1,150.23
2736,Metal,Steel (304 Grade),398.12,6.71,1190.55,1,0.917,0,2.74,86,131.14
2737,Glass,Borosilicate Glass,75.88,4.23,126.87,1,0.97,0,1.156,95.3,78.85
2738,Bioplastic,PLA,49.27,2.43,52.35,0.697,0.771,0.843,1.378,50.7,179.28
2739,Glass,Borosilicate Glass,77.23,0.24,9.3,0.967,0.902,0,1.408,87.8,91.3
2740,Sustainable,Mycelium Packaging,15.01,5.86,28.67,0.204,0.213,1,0.379,62.4,96.28
2741,Metal,Aluminum Rigid (Can Grade),97.28,4.67,184.25,0.92,1,0,5.729,100,193.39
2742,Bioplastic,PLA,50.19,8,136.99,0.693,0.605,0.913,1.34,51.9,222.44
2743,Sustainable,Hemp Fiber Board,27.64,4.58,59.2,0.471,0.512,1,0.803,79.9,107.07
2744,Bioplastic,PLA,49.2,4.08,80.21,0.67,0.642,0.89,1.201,56.4,183.43
2745,Metal,Aluminum Alloy 3003,106.75,2.45,115.64,0.927,0.814,0,6.459,100,247.34
2746,Paper,Corrugated Board,32.88,5.31,75.32,0.356,0.206,0.951,0.899,98.2,103.75
2747,Metal,Aluminum Rigid (Can Grade),92.21,2.95,82.98,1,0.878,0,7.946,97.9,202.52
2748,Glass,Borosilicate Glass,77.01,6.69,249.15,1,0.969,0,1.061,98.2,92.13
2749,Paper,Molded Pulp,21.08,4.66,31.74,0.203,0.12,1,0.773,76.5,87.98
2750,Metal,Aluminum Foil (Thin Gauge),64.1,2.72,57.08,0.923,0.833,0,5.85,100,278.88
2751,Plastic,PP,31.12,5.99,55.73,0.904,1,0.037,1.532,76.7,165.17
2752,Plastic,PP,31.33,0.98,16.41,0.867,0.844,0.043,1.573,75.7,155.21
2753,Paper,Molded Pulp,18.8,4.41,33.91,0.214,0.137,1,0.653,83.2,75.53
2754,Paper,Molded Pulp,18.47,6.72,48.13,0.206,0.131,0.95,0.676,81.9,73.04
2755,Sustainable,Bagasse,20.18,7.85,52.25,0.352,0.391,1,0.45,81.2,80.51
2756,Metal,Steel (304 Grade),393.01,3.61,544.58,0.961,0.867,0,2.339,92.4,117.86
2757,Glass,Soda-Lime Glass,71.18,7.38,187.26,0.96,1,0,1.193,90.3,73.87
2758,Glass,Tempered Glass,81.15,3.15,94.57,1,0.918,0,1.098,94.1,84.66
2759,Glass,Tempered Glass,80.41,2.38,60.97,1,0.936,0,1.342,87.3,111.22
2760,Glass,Borosilicate Glass,75.4,6.62,149.71,0.972,0.974,0,1.471,85.9,92.13
2761,Plastic,HDPE,18.29,3.68,25.92,0.995,0.96,0.052,1.274,79.8,215.8
2762,Paper,Kraft Paper,26.3,0.91,10.46,0.284,0.217,0.921,0.75,92.5,69.72
2763,Metal,Aluminum Foil (Thin Gauge),65.43,3.3,110.19,0.944,0.922,0,7.856,90.8,311.25
2764,Metal,Aluminum Foil (Thin Gauge),63.56,6.57,170.4,0.949,0.802,0,7.024,95.5,273.07
2765,Sustainable,Bagasse,19.73,2.9,27.79,0.35,0.366,0.984,0.498,77.6,103.75
2766,Metal,Aluminum Foil (Thin Gauge),65.22,1.99,43.94,1,0.878,0,7.475,93,235.72
2767,Metal,Aluminum Alloy 3003,108.2,5.25,214.61,0.974,0.948,0,6.438,100,200.03
2768,Metal,Steel (304 Grade),409.93,3.16,488.66,0.954,1,0,2.596,88.3,141.93
2769,Glass,Soda-Lime Glass,69.84,5.72,207.88,0.995,0.971,0,0.834,100,53.95
2770,Paper,Molded Pulp,20.11,6.55,62.4,0.216,0.163,1,0.724,79.2,87.98
2771,Glass,Soda-Lime Glass,71.55,3.51,95.56,1,0.94,0,1.163,91.4,62.25
2772,Paper,Molded Pulp,16.27,0.5,4.38,0.215,0.122,0.922,0.56,88.5,56.44
2773,Plastic,HDPE,25.67,1.11,11.69,0.876,0.874,0.053,1.867,65.8,191.73
2774,Plastic,HDPE,23.67,7.63,71.82,1,0.885,0.048,1.765,68.2,161.85
2775,Plastic,PP,26.28,3.59,36.84,0.888,0.852,0.038,1.32,82,216.63
2776,Glass,Tempered Glass,78.89,4.65,180.72,1,0.949,0,1.34,87.3,98.77
2777,Plastic,PP,29.02,4.9,67.43,0.876,0.828,0.043,1.49,77.7,137.78
2778,Plastic,PP,33.47,0.25,3.64,0.917,0.97,0.041,1.765,70.9,176.79
2779,Metal,Aluminum Foil (Thin Gauge),65.72,1.22,35.86,0.973,0.876,0,8,90,216.63
2780,Plastic,HDPE,20.24,0.63,6.09,0.909,0.9,0.052,1.429,76.2,117.03
2781,Plastic,PET,48.1,4.66,95.1,0.927,0.881,0.021,2.111,82,156.04
2782,Sustainable,Bagasse,19.63,3.88,26.47,0.361,0.363,0.907,0.55,73.7,77.19
2783,Plastic,PET,50.98,6.87,159.04,0.939,0.971,0.02,2.32,78.2,175.13
2784,Paper,Kraft Paper,25.02,1.81,21.07,0.314,0.187,0.96,0.748,92.6,53.12
2785,Metal,Steel (304 Grade),399.21,7.77,1451.22,1,1,0,2.632,87.7,170.98
2786,Metal,Tinplate (Coated Steel),243.42,2.56,216.6,1,0.804,0,1.866,99.4,112.88
2787,Glass,Tempered Glass,80.9,6.37,227.11,1,1,0,1.167,92.2,75.53
2788,Plastic,PP,28.86,2.33,35.42,0.902,0.974,0.04,1.413,79.7,149.4
2789,Sustainable,Mycelium Packaging,15.29,4.31,25.08,0.215,0.255,0.974,0.309,70.2,92.13
2790,Sustainable,Seaweed-based Film,18.12,1.28,8.15,0.693,0.607,0.922,0.631,69.5,131.97
2791,Metal,Aluminum Alloy 3003,107.42,3.59,202.91,0.929,0.838,0,6.984,100,243.19
2792,Glass,Tempered Glass,81.58,5.14,174.34,1,0.993,0,1.288,88.8,88.81
2793,Sustainable,Mycelium Packaging,14.62,6.93,40,0.193,0.258,1,0.383,61.9,114.54
2794,Glass,Borosilicate Glass,74.7,4.08,144.68,0.98,1,0,1.378,88.7,102.09
2795,Plastic,HDPE,19.73,6.02,63.63,0.923,0.958,0.048,1.427,76.2,133.63
2796,Plastic,PET,38.29,0.52,10.64,0.832,0.829,0.019,1.664,90,195.88
2797,Sustainable,Hemp Fiber Board,28.07,5.16,59.91,0.466,0.454,0.94,0.896,75.2,145.25
2798,Plastic,HDPE,20.58,5.15,46.71,1,0.783,0.051,1.439,75.9,119.52
2799,Metal,Tinplate (Coated Steel),248.59,5.54,447.2,0.93,1,0,2.084,95.5,155.21
2800,Metal,Aluminum Rigid (Can Grade),93.01,1.46,70.49,1,0.948,0,7.313,100,192.56
2801,Paper,Kraft Paper,29.39,2.93,33.75,0.308,0.201,0.923,0.854,87.3,80.51
2802,Glass,Tempered Glass,77.78,1.95,59.34,1,0.817,0,1.356,86.9,87.98
2803,Metal,Aluminum Alloy 3003,109.57,2.59,110.46,1,0.942,0,5.895,100,233.23
2804,Paper,Kraft Paper,29.03,5.58,57.88,0.297,0.194,1,0.894,85.3,63.08
2805,Sustainable,Mycelium Packaging,15.25,7.14,38.28,0.197,0.264,1,0.33,67.9,87.15
2806,Glass,Soda-Lime Glass,71.65,2.57,83.17,0.956,0.813,0,1.162,91.4,62.25
2807,Glass,Borosilicate Glass,77.18,3.19,86.71,1,0.946,0,1.051,98.5,75.53
2808,Paper,Molded Pulp,20.35,7.79,77.87,0.193,0.127,1,0.746,78,68.89
2809,Metal,Aluminum Foil (Thin Gauge),66.2,5.66,184.13,0.988,0.99,0,5.68,100,254.81
2810,Metal,Aluminum Alloy 3003,107.11,5.1,203.38,1,0.91,0,7.259,100,242.36
2811,Glass,Soda-Lime Glass,69.17,0.98,29.41,1,0.993,0,1.146,92,52.29
2812,Plastic,PP,33.1,3.04,52.19,0.881,0.974,0.038,1.654,73.7,121.18
2813,Metal,Aluminum Rigid (Can Grade),92.59,2.54,89.72,0.974,1,0,8.245,96.3,238.21
2814,Sustainable,Seaweed-based Film,17.95,3.36,30,0.601,0.635,0.99,0.699,65,120.35
2815,Glass,Soda-Lime Glass,70.73,1.32,49.17,0.938,0.832,0,0.874,100,50.63
2816,Glass,Tempered Glass,80.2,3.66,152.29,1,1,0,1.469,83.7,93.79
2817,Bioplastic,PLA,49.85,4,96.67,0.724,0.82,0.846,1.395,50.2,215.8
2818,Sustainable,Seaweed-based Film,17.93,1.74,9.82,0.664,0.749,0.971,0.699,65.1,119.52
2819,Glass,Tempered Glass,79.52,2.34,88.55,0.936,0.938,0,1.432,84.7,108.73
2820,Sustainable,Seaweed-based Film,17.9,2.05,14.46,0.701,0.57,0.963,0.634,69.3,114.54
2821,Metal,Aluminum Alloy 3003,108.48,1.07,47.88,1,0.852,0,7.607,99.7,280.54
2822,Glass,Borosilicate Glass,73.97,4.97,124.84,0.969,1,0,1.202,93.9,68.89
2823,Metal,Aluminum Foil (Thin Gauge),66.62,2.69,95.36,1,0.894,0,6.243,99.9,262.28
2824,Sustainable,Mycelium Packaging,15.03,5.15,31.7,0.21,0.202,1,0.344,66.3,100.43
2825,Glass,Tempered Glass,80.67,5.5,199.84,1,1,0,1.453,84.1,92.13
2826,Metal,Aluminum Alloy 3003,111.28,0.61,33.62,1,1,0,6.348,100,237.38
2827,Paper,Kraft Paper,28.58,2.72,33.45,0.283,0.211,0.977,0.843,87.8,80.51
2828,Metal,Steel (304 Grade),395.88,6.24,1087.47,1,0.871,0,2.127,95.8,159.36
2829,Sustainable,Mycelium Packaging,14.94,6.96,51.46,0.198,0.257,0.947,0.339,66.9,111.22
2830,Paper,Corrugated Board,32.06,2.62,39.14,0.342,0.268,1,0.871,99.4,103.75
2831,Metal,Steel (304 Grade),393.55,1.8,333.84,0.979,0.853,0,2.393,91.5,126.99
2832,Bioplastic,PLA,49.74,1.37,34.22,0.698,0.743,0.835,1.056,61.1,166
2833,Metal,Tinplate (Coated Steel),248.12,2.85,318.8,1,0.904,0,2.247,92.6,152.72
2834,Glass,Soda-Lime Glass,69.55,2.08,65.91,0.961,1,0,0.902,100,58.93
2835,Glass,Borosilicate Glass,74.11,7.31,205.96,0.92,1,0,1.293,91.2,90.47
2836,Metal,Tinplate (Coated Steel),257.47,4.29,468.76,1,0.825,0,1.981,97.3,107.07
2837,Metal,Aluminum Rigid (Can Grade),96.32,5.07,220.34,0.922,0.999,0,5.834,100,200.03
2838,Plastic,HDPE,21.77,6.91,75.47,0.941,0.884,0.047,1.547,73.4,170.98
2839,Sustainable,Bagasse,19.68,2.48,17.07,0.342,0.368,0.908,0.431,82.7,80.51
2840,Metal,Aluminum Rigid (Can Grade),96.68,1.37,63.74,0.999,1,0,7.684,99.3,277.22
2841,Paper,Kraft Paper,27.21,4.82,55.28,0.306,0.192,0.983,0.785,90.8,76.36
2842,Metal,Aluminum Rigid (Can Grade),96.06,4.54,182.81,0.941,0.936,0,7.191,100,277.22
2843,Glass,Tempered Glass,79.8,4.49,163,1,0.821,0,1.236,90.2,84.66
2844,Metal,Steel (304 Grade),398.58,6.63,1383.1,0.965,0.999,0,2.54,89.2,137.78
2845,Plastic,PET,41.03,0.63,13.51,0.884,0.9,0.02,1.714,89.1,189.24
2846,Paper,Kraft Paper,26.29,1.23,13.15,0.32,0.204,0.972,0.8,90,68.89
2847,Sustainable,Seaweed-based Film,18.04,4.53,25.09,0.698,0.591,0.924,0.651,68.2,110.39
2848,Paper,Molded Pulp,15.42,1.12,7.61,0.2,0.125,0.996,0.542,89.5,73.87
2849,Sustainable,Hemp Fiber Board,28.46,4.45,60.8,0.435,0.524,0.918,0.802,79.9,120.35
2850,Paper,Molded Pulp,21.35,0.53,3.73,0.193,0.15,0.92,0.787,75.7,94.62
2851,Paper,Molded Pulp,20.77,1.9,18.85,0.2,0.156,0.904,0.762,77.1,74.7
2852,Glass,Soda-Lime Glass,71.6,1.65,61.04,0.961,0.813,0,0.911,100,48.97
2853,Sustainable,Bagasse,19.69,5.14,55.23,0.368,0.389,1,0.406,84.5,96.28
2854,Metal,Aluminum Rigid (Can Grade),95.2,1.94,85.69,0.969,0.977,0,8.282,96.2,215.8
2855,Paper,Kraft Paper,29.25,3.2,44.07,0.302,0.171,0.936,0.893,85.3,61.42
2856,Plastic,HDPE,18.21,7.4,41.75,0.948,0.934,0.052,1.267,80,215.8
2857,Glass,Tempered Glass,79.18,0.72,25.84,1,0.955,0,1.233,90.3,81.34
2858,Glass,Soda-Lime Glass,68.72,0.32,10.68,0.994,0.851,0,1.157,91.6,73.04
2859,Sustainable,Seaweed-based Film,17.88,0.46,3.21,0.608,0.643,0.969,0.687,65.8,141.93
2860,Plastic,PET,49.26,3.98,84.68,0.934,0.845,0.019,2.197,80.5,140.27
2861,Metal,Steel (304 Grade),395.67,1.41,202.2,0.956,1,0,2.676,87,167.66
2862,Glass,Borosilicate Glass,73.03,8,278.1,0.959,0.965,0,1.327,90.2,74.7
2863,Metal,Aluminum Rigid (Can Grade),93.03,1.55,69.8,1,1,0,6.97,100,223.27
2864,Glass,Borosilicate Glass,74.51,2.77,74.43,0.931,1,0,1.019,99.4,92.13
2865,Sustainable,Hemp Fiber Board,28.26,4.06,51.75,0.431,0.539,0.969,0.614,89.3,126.16
2866,Glass,Tempered Glass,79.87,2.27,53.83,0.963,0.966,0,1.591,80.3,122.84
2867,Metal,Steel (304 Grade),392.41,3.73,658.74,1,0.935,0,2.359,92.1,168.49
2868,Glass,Soda-Lime Glass,68.37,5.56,139.83,0.943,0.984,0,1.09,94.1,56.44
2869,Bioplastic,PLA,48.66,4.23,108.61,0.729,0.734,0.813,1.256,54.6,166.83
2870,Sustainable,Seaweed-based Film,18.31,6.03,54.74,0.601,0.594,0.942,0.694,65.4,134.46
2871,Metal,Aluminum Alloy 3003,109.8,1.21,54.65,0.934,1,0,7.719,99.1,304.61
2872,Metal,Steel (304 Grade),393.03,2.67,365.73,1,0.863,0,2.427,91,153.55
2873,Bioplastic,PLA,50.86,2.81,43.21,0.745,0.676,0.86,0.99,63.2,234.06
2874,Metal,Steel (304 Grade),399.28,7.64,1263.98,1,1,0,2.597,88.3,179.28
2875,Metal,Tinplate (Coated Steel),254.84,4.75,645.05,1,0.838,0,1.704,100,105.41
2876,Glass,Soda-Lime Glass,68.14,5.75,155.17,0.959,1,0,1.104,93.6,58.1
2877,Plastic,PET,50.68,1.91,30.19,0.941,0.813,0.021,2.311,78.4,179.28
2878,Plastic,HDPE,24,5.67,57.56,0.984,0.886,0.048,1.698,69.8,156.04
2879,Paper,Molded Pulp,18.47,3.4,33.89,0.205,0.146,1,0.656,83.1,73.87
2880,Plastic,HDPE,25.25,4.48,55.12,0.981,0.935,0.052,1.788,67.7,145.25
2881,Bioplastic,PLA,48.5,2.35,45.58,0.722,0.709,0.865,1.031,61.9,263.94
2882,Plastic,PP,30.65,5.93,61.99,0.868,0.987,0.039,1.523,76.9,152.72
2883,Glass,Soda-Lime Glass,68.89,2.7,69.99,1,1,0,0.854,100,58.1
2884,Metal,Aluminum Foil (Thin Gauge),63.35,7.18,188.56,0.985,0.791,0,7.133,94.9,266.43
2885,Paper,Corrugated Board,30.73,7.43,100.21,0.339,0.222,0.941,0.783,100,105.41
2886,Sustainable,Seaweed-based Film,18.4,5.95,50.35,0.623,0.597,0.933,0.491,78.4,109.56
2887,Sustainable,Mycelium Packaging,14.85,0.25,1.63,0.196,0.271,1,0.382,62.1,118.69
